,site,datetime,swe,dayofyear,min,max,10,25,50,75,90
18651,CSL,2023-10-28,0.7,301.0,-0.9,4.7,-0.019999999999999934,0.0,0.1,0.2,0.7400000000000005
18652,CSL,2023-10-29,0.5,302.0,-0.9,4.6,0.0,0.0,0.2,0.4,1.1
18653,CSL,2023-10-30,,303.0,-0.8,4.6,0.0,0.0,0.1,0.3,1.5799999999999992
18654,CSL,2023-10-31,0.3,304.0,-0.6,4.5,0.0,0.0,0.15000000000000002,0.3,1.560000000000001
18655,CSL,2023-11-01,0.2,305.0,-1.6,4.3,0.0,0.0,0.2,0.9500000000000001,1.6
18656,CSL,2023-11-02,0.2,306.0,-1.6,4.2,0.0,0.0,0.2,1.05,1.6
18657,CSL,2023-11-03,0.3,307.0,-1.6,3.9,0.0,0.0,0.25,1.0,1.6900000000000002
18658,CSL,2023-11-04,0.3,308.0,-0.5,3.7,0.0,0.1,0.3,0.9,1.6
18659,CSL,2023-11-05,0.4,309.0,-0.6,4.5,0.0,0.0,0.3,1.275,1.6900000000000002
18660,CSL,2023-11-06,0.5,310.0,-0.6,4.5,0.0,0.07500000000000001,0.25,1.225,1.4900000000000002
18661,CSL,2023-11-07,1.0,311.0,-0.4,4.4,0.0,0.05,0.4,1.2999999999999998,1.9
18662,CSL,2023-11-08,0.9,312.0,-0.6,4.2,0.0,0.05,0.6,1.35,1.8
18663,CSL,2023-11-09,1.0,313.0,-0.5,6.5,0.0,0.0,0.6,1.35,2.6
18664,CSL,2023-11-10,1.3,314.0,-0.3,4.4,0.0,0.1,0.8,2.1,3.1799999999999993
18665,CSL,2023-11-11,1.3,315.0,0.0,6.5,0.08000000000000003,0.3,0.9,2.7,4.46
18666,CSL,2023-11-12,1.1,316.0,-0.6,6.6,0.0,0.1,0.8,2.45,4.6
18667,CSL,2023-11-13,0.6,317.0,-0.4,6.6,0.0,0.25,0.8500000000000001,2.6,4.8
18668,CSL,2023-11-14,0.0,318.0,-0.4,5.3,0.0,0.125,0.8,2.575,4.460000000000001
18669,CSL,2023-11-15,0.0,319.0,-0.2,6.1,-0.07999999999999999,0.2,0.7,2.6,4.16
