date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median ('91-'20),Median (POR),Median Peak SWE
02-05,20.8,50.9,50.4,34.2,19.6,32.6,13.0,28.4,35.3,15.9,7.8,9.0,64.6,15.8,68.2,39.3,81.5,42.8,40.4,29.3,18.4,43.4,45.3,37.3,47.3,53.8,13.8,29.9,19.0,27.5,37.2,9.4,32.0,4.3,11.1,29.9,50.5,15.1,38.3,19.0,16.9,21.3,46.5,,4.3,11.48,19.0,39.74,50.82,81.5,31.0,29.9,49.6
02-06,20.8,51.0,50.9,34.1,19.6,32.6,13.1,28.8,35.7,16.3,7.8,9.1,65.1,15.8,68.2,36.6,81.9,44.0,40.4,29.3,18.4,43.4,45.3,37.5,47.3,53.8,13.8,30.5,19.0,28.0,37.2,9.4,31.9,4.3,10.8,29.9,50.5,15.0,38.8,19.0,16.9,21.3,47.2,,4.3,11.26,19.0,39.44,50.98,81.9,31.2,30.5,49.6
02-07,20.9,51.0,53.7,34.0,19.6,33.1,13.1,28.8,35.8,16.3,7.8,9.5,65.3,16.0,68.2,36.0,82.1,44.6,42.7,29.3,18.4,43.4,45.3,37.5,47.3,53.8,13.8,30.5,19.3,28.1,37.2,9.4,31.9,4.9,12.0,29.9,51.5,15.0,38.8,19.0,16.9,21.3,47.5,,4.9,12.22,19.18,40.36,53.26,82.1,31.2,30.5,49.6
02-08,20.9,51.3,55.9,34.2,22.8,33.3,13.1,28.8,35.9,16.6,7.8,9.8,65.5,17.6,68.2,35.9,82.7,48.1,46.4,29.4,18.4,43.4,45.3,38.1,48.4,53.8,14.2,30.5,19.6,28.1,37.2,9.5,32.0,6.6,13.6,29.9,57.8,15.0,38.8,18.9,16.9,21.3,47.5,,6.6,13.2,19.32,40.64,55.48,82.7,31.2,30.5,49.6
02-09,21.1,51.3,56.9,34.2,24.8,33.3,13.1,28.8,36.2,17.0,7.8,10.1,66.8,17.7,68.2,35.6,83.1,48.3,51.0,29.4,18.4,43.4,45.3,38.6,48.4,53.8,14.5,30.5,20.4,28.1,37.2,9.5,32.0,13.2,15.6,29.8,62.6,14.8,38.9,18.9,17.0,21.2,47.5,,7.8,13.46,19.8,40.7,56.28,83.1,31.2,30.5,49.6
02-10,21.1,51.4,58.5,34.9,24.8,33.3,13.2,28.8,36.4,17.4,7.8,10.4,67.2,17.8,68.2,35.5,83.3,48.6,54.9,29.7,18.5,43.4,45.3,38.6,48.6,53.8,16.0,30.5,21.3,28.3,37.2,9.4,32.0,16.5,16.7,29.7,63.7,14.6,41.6,18.8,17.0,21.1,47.8,,7.8,14.88,20.18,42.32,57.78,83.3,31.2,30.5,49.6
02-11,21.1,51.5,58.6,34.9,24.8,33.3,14.0,28.8,36.5,17.7,7.8,11.2,68.0,20.5,68.2,35.4,83.3,50.4,55.3,30.1,19.8,43.4,45.3,38.6,49.1,53.8,19.8,30.5,22.1,28.3,37.2,9.4,32.0,16.4,16.7,29.6,65.7,14.6,41.6,18.8,17.1,21.0,47.8,,7.8,14.96,20.8,42.32,57.94,83.3,31.2,30.5,49.6
02-12,21.3,51.7,58.9,34.8,25.0,33.3,14.0,28.8,36.5,18.0,7.7,12.2,68.7,20.5,68.2,35.0,83.3,50.8,55.6,31.6,21.0,43.4,45.3,38.6,49.2,53.8,19.9,30.5,22.6,28.4,37.2,9.4,32.0,16.4,16.7,29.4,65.9,14.6,41.6,18.8,18.9,20.9,48.0,,7.7,14.96,20.96,42.32,58.24,83.3,31.8,31.6,49.6
02-13,21.5,52.3,62.4,34.6,25.0,34.8,17.8,28.6,36.5,17.7,7.6,13.4,68.8,20.8,68.2,35.0,83.5,52.3,55.6,32.8,21.3,43.4,45.3,38.8,49.3,53.8,19.9,30.5,22.9,28.4,37.2,9.4,32.0,16.4,16.7,29.1,65.9,15.1,41.7,18.6,19.1,20.6,48.0,,7.6,16.46,21.1,42.38,61.04,83.5,32.4,32.0,49.6
02-14,23.1,57.3,62.8,36.2,25.0,36.2,20.1,28.6,36.5,17.8,7.6,14.0,68.8,21.3,69.9,35.0,83.7,53.0,55.6,37.3,21.5,43.4,46.2,38.8,49.9,53.8,19.9,30.5,23.3,28.4,37.2,10.2,32.0,16.2,16.7,28.8,65.9,15.1,43.4,18.4,20.6,20.4,48.0,,7.6,16.3,21.42,43.4,61.7,83.7,33.5,32.0,49.6
02-15,23.1,58.4,63.0,36.3,25.0,36.5,22.0,28.6,36.7,18.2,7.6,16.1,68.8,21.3,70.4,35.0,83.8,55.7,55.6,39.4,21.5,43.5,46.2,39.0,50.0,53.8,19.9,30.5,24.7,28.5,37.5,10.2,32.0,15.6,16.7,28.5,65.9,15.1,48.0,18.3,20.7,20.2,47.4,,7.6,16.22,21.8,44.58,62.08,83.8,33.5,32.0,49.6
02-16,23.1,59.0,63.0,38.1,25.1,38.7,22.1,28.5,36.9,19.2,7.6,17.6,69.2,21.5,70.4,35.0,83.9,55.9,55.6,39.8,21.5,43.8,46.2,39.3,50.6,53.8,20.2,30.5,24.0,28.5,37.7,10.6,31.9,15.4,16.7,28.2,65.9,15.1,48.8,18.2,20.8,20.4,47.4,,7.6,16.88,21.86,44.76,62.2,83.9,33.4,31.9,49.6
02-17,23.1,57.0,63.1,38.3,25.1,39.5,22.1,28.5,37.0,22.8,7.6,19.1,70.6,21.1,70.4,35.0,84.2,57.8,57.6,40.3,21.5,44.1,46.7,43.0,50.9,53.9,20.2,30.5,24.7,28.5,38.5,10.6,31.9,15.4,16.7,28.2,66.6,15.2,49.8,18.0,20.8,20.4,47.4,,7.6,16.96,22.52,45.14,62.04,84.2,33.4,31.9,49.6
02-18,23.1,57.0,63.1,38.3,25.1,44.3,22.1,28.4,37.1,24.9,7.6,19.8,73.6,23.8,70.6,36.4,84.5,58.0,58.7,40.4,21.5,44.5,46.8,42.6,51.5,53.9,20.3,30.5,25.5,28.5,40.1,10.6,31.8,15.4,16.6,28.4,66.8,15.2,50.5,17.8,20.8,20.4,47.4,,7.6,16.84,23.52,45.42,62.22,84.5,34.1,31.8,49.6
02-19,23.1,57.0,64.4,38.3,25.1,48.9,22.1,28.2,37.6,25.3,7.6,20.7,75.4,25.1,70.7,38.1,84.6,58.3,58.7,40.6,21.7,44.5,46.9,43.2,51.5,54.0,20.3,30.5,25.5,28.5,42.0,10.6,31.8,15.4,16.5,29.2,67.9,15.4,50.5,17.8,20.8,20.4,47.2,,7.6,16.76,24.3,47.02,63.26,84.6,35.0,31.8,49.6
02-20,23.1,57.0,64.4,38.4,25.1,49.5,22.1,28.2,37.6,25.3,7.7,22.6,80.0,26.0,70.7,42.5,84.7,60.4,58.8,41.1,22.4,46.3,47.2,43.6,52.0,54.0,20.3,30.5,25.5,28.5,42.0,10.6,32.5,15.4,16.4,28.1,68.3,15.4,50.6,17.7,20.9,20.4,47.2,,7.7,16.66,24.3,47.2,63.6,84.7,36.8,32.5,49.6
02-21,23.1,57.0,64.3,39.2,25.3,49.5,22.1,28.1,38.7,26.0,7.7,23.2,83.6,27.9,70.7,44.4,84.7,60.6,59.7,41.3,23.5,46.3,47.2,43.6,53.1,54.0,20.3,30.7,25.5,28.7,42.0,10.6,32.9,15.4,16.3,28.1,74.3,15.4,50.7,17.7,20.9,20.4,47.2,,7.7,16.58,24.58,47.2,63.56,84.7,37.1,32.9,49.6
02-22,23.1,57.0,64.3,39.7,25.7,49.7,22.1,27.9,39.0,26.1,7.7,24.4,85.4,28.9,70.7,45.2,84.7,64.4,59.9,41.3,25.5,46.9,47.2,43.6,53.5,54.0,20.3,31.4,25.5,28.7,42.0,10.6,32.9,15.4,16.3,28.1,78.0,15.4,50.6,17.6,20.9,20.6,47.3,,7.7,16.56,25.5,47.24,64.38,85.4,37.1,32.9,49.6
02-23,23.1,57.0,64.3,40.0,25.7,50.5,22.5,27.9,39.0,26.3,7.7,24.5,86.5,29.1,70.7,46.2,84.7,65.0,60.3,44.0,27.7,46.9,47.3,43.7,53.9,54.0,20.9,32.2,27.7,29.0,42.0,10.6,32.9,15.4,16.4,28.1,78.7,15.8,50.5,17.6,20.9,20.9,47.6,,7.7,16.64,26.06,47.42,64.86,86.5,37.4,32.9,49.6
02-24,23.1,57.0,64.4,40.0,25.9,51.2,22.7,28.2,39.0,26.3,7.7,24.5,90.6,29.3,70.7,46.3,84.7,66.5,60.4,45.0,27.9,47.0,47.3,43.7,54.0,54.0,21.3,33.2,30.1,30.0,42.0,10.6,32.9,15.4,16.4,28.1,78.7,15.8,50.6,17.5,20.8,20.9,48.1,,7.7,16.62,26.14,47.62,66.08,90.6,37.6,33.2,49.6
02-25,25.0,57.0,64.4,40.5,25.9,55.1,22.7,28.2,39.0,26.3,7.7,24.5,90.6,29.3,70.6,46.9,84.7,66.5,60.5,45.1,28.5,47.4,47.4,44.2,54.2,54.0,22.7,35.4,31.3,31.7,42.6,10.6,32.9,15.2,16.4,28.1,78.7,15.8,49.8,17.5,20.7,20.9,49.5,,7.7,16.62,26.14,48.24,66.08,90.6,39.0,35.4,49.6
02-26,25.4,57.0,67.5,40.5,25.9,55.1,22.7,28.2,39.0,26.1,7.4,24.5,90.6,29.3,70.5,47.1,85.0,66.8,60.9,45.8,29.0,47.4,47.4,44.8,54.2,54.0,25.6,35.4,31.4,31.7,44.7,10.6,32.9,15.2,16.3,28.1,78.7,15.8,49.1,17.4,20.7,20.9,50.2,,7.4,16.52,26.02,48.08,67.36,90.6,40.0,35.4,49.6
02-27,25.6,57.7,69.6,40.5,25.9,55.1,23.1,28.2,39.0,26.1,7.2,24.5,90.8,30.4,70.2,47.3,85.1,67.0,61.2,47.5,29.0,47.4,47.5,47.6,54.2,55.0,29.4,35.4,32.1,32.3,44.7,10.6,32.9,15.0,16.3,28.0,78.7,16.8,51.7,17.1,20.7,20.9,51.8,,7.2,16.86,27.24,49.24,69.08,90.8,40.0,35.4,49.6
02-28,25.8,57.7,71.7,40.4,25.9,55.1,23.1,28.2,39.0,26.0,7.5,24.5,90.8,30.8,69.9,47.6,85.6,67.2,61.4,50.9,29.0,47.4,47.9,47.8,54.6,57.0,31.0,35.4,32.1,32.5,44.7,11.5,32.9,15.7,16.7,27.8,78.7,16.8,53.9,16.6,20.7,20.9,52.7,,7.5,16.72,27.08,51.62,69.36,90.8,40.0,35.4,49.6
02-29,,,,40.2,,,,28.4,,,,24.5,,,,47.8,,,,51.4,,,,48.3,,,,35.4,,,,11.9,,,,27.6,,,,16.4,,,,,7.5,16.72,27.08,51.62,69.36,90.8,40.0,35.4,49.6
03-01,25.8,58.0,75.5,40.1,26.0,56.2,23.2,28.9,39.0,25.8,9.0,24.5,90.8,30.9,69.8,47.9,85.6,67.6,63.3,51.7,29.0,47.4,47.9,48.6,55.1,58.0,32.0,35.4,32.3,32.5,44.7,14.4,32.9,16.3,17.8,27.4,78.7,17.1,54.9,16.1,20.7,20.9,55.8,,9.0,17.24,26.84,52.98,69.36,90.8,40.0,35.4,49.6
03-02,26.2,59.4,77.1,40.1,26.0,56.2,23.4,29.7,40.3,25.8,11.2,24.5,90.8,30.9,69.9,48.2,85.6,67.8,63.7,52.8,29.2,47.4,47.9,49.1,55.1,58.0,32.2,35.4,33.7,32.5,44.7,17.3,32.9,16.3,17.8,27.1,78.7,19.7,55.5,16.8,20.7,20.9,56.1,,11.2,18.18,26.74,53.72,69.48,90.8,40.0,35.4,49.6
03-03,26.2,61.1,77.4,40.1,26.0,56.2,23.4,29.7,41.7,26.0,13.2,24.5,90.9,30.6,71.9,48.3,86.0,68.2,64.3,53.1,29.3,47.4,47.9,49.4,55.4,59.4,32.2,35.4,37.4,33.0,46.3,17.3,32.9,16.3,18.0,26.8,79.0,21.2,56.5,16.8,20.7,20.9,56.9,,13.2,18.54,26.56,54.02,71.16,90.9,41.8,37.4,49.6
03-04,26.2,61.2,77.4,40.1,26.0,56.2,23.5,29.7,42.1,26.1,18.8,24.5,91.1,30.3,74.6,49.9,87.1,68.3,65.5,53.4,29.6,47.4,47.9,49.4,55.5,61.5,32.2,35.4,41.1,33.8,47.6,17.3,33.6,17.0,18.0,26.6,79.0,22.4,57.0,16.7,20.7,20.9,57.3,,16.7,19.18,26.44,54.24,73.34,91.1,44.2,40.1,49.6
03-05,26.6,61.3,77.3,40.1,26.1,57.9,23.9,29.6,42.6,26.3,20.3,24.5,91.1,30.2,74.6,54.8,87.3,68.3,65.5,53.9,29.9,47.7,47.9,49.4,55.5,61.5,32.2,35.4,42.5,33.8,47.6,17.3,33.6,18.0,18.0,28.4,79.0,22.8,57.0,16.5,20.7,21.4,57.6,,16.5,20.38,27.68,55.08,73.34,91.1,45.0,40.1,49.6
03-06,26.9,61.3,77.3,40.1,27.1,57.9,24.8,29.2,43.4,26.1,20.4,25.3,91.1,30.6,76.8,57.7,87.3,69.4,65.5,53.9,30.9,48.4,47.9,49.5,55.5,61.5,32.2,35.4,42.5,33.8,47.6,17.2,34.1,18.3,18.0,29.6,80.4,22.8,57.2,16.3,20.7,21.4,58.8,,16.3,20.46,28.36,56.18,75.32,91.1,45.0,40.1,49.6
03-07,26.9,62.0,77.6,40.1,28.3,57.9,25.2,28.6,43.7,26.1,20.6,25.7,91.1,30.7,76.8,57.9,87.3,69.6,65.5,53.9,31.1,51.4,47.9,49.6,55.5,62.2,32.2,35.4,42.5,33.8,49.1,17.2,35.0,19.0,18.0,31.4,80.4,22.8,59.5,16.0,20.9,21.4,59.8,,16.0,20.66,28.48,56.46,75.36,91.1,45.2,40.1,49.6
03-08,26.9,62.2,77.6,40.1,28.5,61.0,25.4,28.6,43.8,25.8,20.9,25.7,91.1,30.7,76.9,57.9,87.4,70.1,65.5,54.4,31.2,52.7,47.9,49.7,55.7,63.7,32.2,35.4,42.6,33.8,49.1,17.2,35.0,19.0,18.0,31.6,80.4,22.8,60.3,16.4,20.9,21.4,60.4,,16.4,20.9,28.56,56.58,75.54,91.1,45.2,40.1,49.6
03-09,26.9,62.2,77.4,40.1,28.7,63.6,25.8,28.5,44.2,25.7,21.0,25.7,91.1,30.8,77.8,58.2,87.5,70.3,66.5,55.0,31.4,53.1,47.9,49.9,55.9,63.7,32.2,35.4,42.6,34.1,49.1,17.2,35.0,19.0,18.0,32.0,80.4,23.0,59.8,16.5,20.9,21.4,60.4,,16.5,20.92,28.62,56.82,75.98,91.1,45.2,40.1,49.6
03-10,26.9,62.5,77.3,40.1,28.7,65.0,25.9,27.1,44.1,25.6,21.0,25.7,91.1,30.9,83.3,58.4,87.5,70.5,67.1,55.3,31.7,53.4,47.9,49.9,56.2,63.7,32.2,35.4,42.6,34.1,49.1,17.1,35.0,19.0,18.0,33.2,80.4,23.0,59.7,16.5,21.3,21.7,62.0,,16.5,21.06,28.06,57.08,75.94,91.1,45.2,40.1,49.6
03-11,27.3,64.7,77.5,40.1,29.0,69.8,26.5,26.7,43.9,26.9,21.8,25.8,91.1,31.5,85.1,59.0,87.5,70.7,67.4,56.1,31.8,53.9,47.9,49.6,56.2,64.0,32.2,35.4,42.6,34.5,49.5,17.1,35.0,19.8,18.0,33.2,80.4,23.2,59.6,16.5,21.8,21.7,63.6,,16.5,21.72,28.32,57.32,76.14,91.1,45.2,40.1,49.6
03-12,27.3,65.4,77.5,40.1,29.0,70.1,26.5,26.7,44.0,27.4,21.8,25.9,91.1,31.5,87.0,60.6,87.5,71.1,67.4,56.4,31.8,55.1,47.2,49.6,56.2,64.4,32.2,35.4,42.6,34.5,49.4,17.1,35.1,19.8,18.4,33.3,80.4,23.2,59.5,16.5,22.3,21.7,66.7,,16.5,21.72,28.36,57.64,76.22,91.1,44.9,40.1,49.6
03-13,27.3,65.8,80.4,40.2,29.0,70.1,28.2,26.7,44.3,27.6,23.2,25.9,91.1,31.5,87.7,61.9,87.5,71.1,67.7,56.7,31.8,55.4,46.8,49.5,56.2,64.6,32.1,35.4,42.6,37.2,49.3,17.0,35.0,19.8,18.4,35.2,80.4,23.2,59.5,16.5,22.3,21.7,67.8,,16.5,21.82,28.68,57.82,78.54,91.1,44.7,40.2,49.6
03-14,27.3,66.3,82.0,42.1,28.8,70.3,28.8,26.7,44.3,27.8,23.8,25.9,91.1,31.7,89.1,61.9,87.5,71.1,67.7,56.7,32.1,55.4,46.4,49.1,56.2,64.6,32.0,36.4,42.6,37.2,50.3,19.1,33.6,19.8,18.3,40.1,80.4,24.1,59.5,16.6,22.3,21.9,68.1,,16.6,21.98,28.8,57.82,78.54,91.1,44.5,42.1,49.6
03-15,27.6,67.1,82.0,43.4,28.7,70.3,30.1,26.7,44.4,27.9,24.1,25.9,91.8,31.7,89.9,61.9,87.5,71.1,67.7,56.7,31.9,55.4,46.4,49.2,56.2,64.8,31.9,37.2,42.6,37.2,51.3,21.4,32.0,19.8,18.0,40.1,80.4,25.7,59.5,19.3,22.5,21.9,70.0,,18.0,22.02,29.54,57.82,78.54,91.8,44.5,42.6,49.6
03-16,27.9,67.5,81.8,44.1,28.7,70.5,30.2,26.7,44.7,27.9,24.1,26.4,91.9,31.3,89.9,61.9,87.5,71.2,67.4,56.7,31.9,55.9,47.6,49.6,56.2,65.9,31.8,38.6,42.6,37.2,54.1,23.2,30.5,19.8,17.0,40.1,80.1,27.4,59.5,20.2,22.7,22.3,70.0,,17.0,22.8,29.6,57.82,78.32,91.9,45.1,42.6,49.6
03-17,27.9,68.1,82.0,45.1,28.7,70.5,30.4,26.7,45.5,27.9,24.1,26.7,92.9,30.8,89.9,61.7,88.5,71.2,67.4,56.7,31.7,56.1,47.8,49.6,56.2,66.2,31.7,38.6,42.6,37.1,56.2,27.4,29.6,19.8,15.3,40.1,79.6,29.8,59.5,21.6,22.7,22.3,70.0,,15.3,22.98,29.72,57.82,77.92,92.9,45.2,42.6,49.6
03-18,28.0,68.6,82.4,45.2,28.7,70.5,31.5,27.0,46.5,27.7,24.8,26.7,94.1,30.8,89.9,61.6,88.6,71.2,67.3,56.7,31.4,56.5,47.8,49.8,56.2,67.4,31.5,38.9,42.6,37.1,56.2,28.1,29.0,19.8,14.2,40.1,79.3,30.0,59.5,22.7,22.9,22.3,70.0,,14.2,23.28,29.6,57.82,77.68,94.1,45.2,42.6,49.6
03-19,28.7,69.1,82.3,45.5,28.6,70.5,32.0,27.1,47.5,27.5,25.1,26.7,94.2,30.4,91.6,61.4,88.6,71.2,67.3,56.7,31.3,56.5,47.8,49.8,56.2,68.5,31.4,38.9,42.6,36.9,56.2,30.1,28.4,19.8,13.3,40.1,79.0,30.1,59.5,23.4,23.2,22.4,70.0,,13.3,23.74,30.1,57.82,77.44,94.2,45.2,42.6,49.6
03-20,30.0,69.3,82.1,45.9,28.5,70.4,32.0,26.6,48.5,27.4,25.6,26.7,94.2,30.1,92.0,61.2,87.2,71.3,67.3,56.7,31.3,57.3,48.5,48.8,57.1,69.0,31.3,40.0,42.6,36.9,56.2,30.1,28.8,19.4,12.7,40.2,78.3,30.1,59.6,23.5,24.4,22.6,70.7,,12.7,24.64,30.1,58.22,76.9,94.2,45.6,42.6,49.6
03-21,30.9,69.4,82.4,45.9,27.7,70.4,32.3,26.1,48.8,27.4,25.9,26.8,94.2,30.1,95.2,60.4,85.4,71.4,67.3,56.5,30.3,57.9,48.5,48.8,60.2,69.0,31.5,40.0,42.6,36.9,57.0,30.1,30.4,19.4,12.0,41.4,76.9,31.4,59.6,23.8,24.4,22.6,70.8,,12.0,24.7,30.36,59.84,75.8,95.2,45.6,42.6,49.6
03-22,31.5,69.4,82.6,46.4,27.4,70.3,32.5,26.1,48.8,27.4,25.9,26.8,94.3,29.7,97.7,60.3,84.7,71.5,67.3,56.5,29.2,58.3,48.4,47.7,63.2,69.0,31.5,40.0,44.3,36.6,58.2,30.1,29.8,19.4,11.5,42.0,77.5,32.4,59.6,24.3,24.6,22.6,70.8,,11.5,24.86,29.98,59.88,76.3,97.7,46.0,44.3,49.6
03-23,31.5,69.6,84.8,46.8,27.4,69.5,32.8,26.1,48.8,27.3,25.9,26.9,94.5,29.6,100.7,61.4,84.0,72.5,67.9,56.5,28.2,58.9,48.2,46.1,66.1,69.0,31.4,40.0,45.7,36.6,58.9,30.1,29.7,19.0,11.1,42.0,77.9,35.0,59.8,24.4,24.7,22.1,70.8,,11.1,24.94,29.94,60.44,76.82,100.7,45.9,45.7,49.6
03-24,31.5,69.6,86.6,46.8,27.2,69.3,33.3,25.0,49.1,27.1,27.8,26.9,95.4,29.6,102.6,61.8,82.7,73.7,68.1,56.1,28.1,59.9,49.7,45.0,66.5,69.0,31.4,40.0,45.7,36.6,59.8,29.9,29.7,18.6,11.4,41.9,77.1,35.0,60.3,24.7,24.7,20.5,71.0,,11.4,24.76,29.82,60.9,76.42,102.6,45.4,45.0,49.6
03-25,31.6,69.6,87.6,46.8,27.4,69.2,33.3,24.7,50.2,27.1,29.9,27.0,95.9,29.8,103.2,62.3,81.3,77.0,68.1,55.6,27.4,59.9,49.7,43.9,66.9,69.0,30.8,39.3,46.7,36.5,60.8,29.9,29.7,18.2,11.4,41.9,78.6,35.5,60.5,25.8,24.8,19.2,71.3,,11.4,25.0,29.9,61.4,78.28,103.2,45.3,43.9,49.6
03-26,34.4,69.6,87.9,47.0,27.6,68.3,33.3,24.2,50.9,26.4,32.1,27.0,96.3,29.9,103.3,62.3,80.1,77.6,68.1,54.8,27.2,60.3,50.0,44.6,66.9,71.3,29.9,39.2,46.7,37.4,61.9,29.9,29.5,17.0,10.9,41.9,78.8,35.9,60.5,26.2,24.8,17.8,71.3,,10.9,25.08,29.9,62.06,78.56,103.3,45.6,44.6,49.6
03-27,35.1,70.3,88.0,47.3,30.3,68.0,33.3,23.2,51.0,26.0,32.9,27.0,96.5,30.0,103.5,62.3,78.7,77.6,68.3,54.7,26.9,60.5,51.0,44.6,67.9,71.3,30.5,39.1,46.5,37.4,63.5,29.9,29.3,17.6,9.5,41.7,79.1,36.0,60.9,26.3,24.8,16.6,71.3,,9.5,25.04,30.42,62.78,78.48,103.5,45.6,44.6,49.6
03-28,35.2,71.4,89.1,47.3,32.0,67.3,33.3,23.1,52.5,25.7,33.1,27.1,96.7,30.0,103.5,64.0,77.8,79.4,68.3,54.0,26.8,60.8,51.0,44.4,69.6,71.3,31.2,39.1,46.4,37.4,65.2,29.9,29.3,18.1,7.7,41.4,79.2,36.2,62.2,26.4,24.7,15.5,71.5,,7.7,24.9,31.68,64.48,78.92,103.5,45.4,44.4,49.6
03-29,35.5,73.6,89.4,47.3,32.2,67.2,33.2,23.1,53.1,25.6,33.2,27.1,96.8,29.3,103.5,64.6,77.0,79.8,68.3,53.3,26.1,60.9,51.0,44.3,69.7,72.1,31.2,39.4,46.4,37.4,65.2,31.2,29.3,18.6,6.2,42.5,79.2,36.2,62.6,26.4,24.6,15.4,72.9,,6.2,24.8,31.8,64.84,78.76,103.5,45.4,44.3,49.6
03-30,35.8,75.6,89.9,47.3,32.4,67.2,33.2,23.1,53.1,25.5,33.2,27.2,96.8,28.5,103.5,64.8,77.0,79.8,68.3,52.9,24.8,60.9,51.0,43.8,69.7,72.1,31.2,39.4,45.4,39.0,65.2,31.2,29.5,18.6,4.4,42.5,79.2,36.2,62.7,26.5,24.5,15.2,72.9,,4.4,24.56,31.92,64.96,78.76,103.5,44.6,43.8,49.6
03-31,36.4,81.9,92.2,47.4,32.7,67.2,32.8,23.1,53.3,25.3,33.2,27.4,96.9,28.1,103.5,65.0,77.0,80.1,69.5,52.7,24.2,60.9,50.8,42.8,70.0,72.1,31.0,39.4,45.4,42.1,65.2,31.7,28.5,18.6,2.6,42.5,79.9,36.2,62.7,26.5,24.4,15.0,72.9,,2.6,24.24,32.3,65.08,80.06,103.5,44.1,42.8,49.6
04-01,37.3,82.7,92.7,47.5,33.1,66.9,32.7,23.1,53.6,24.9,33.2,27.4,97.5,27.4,103.5,65.0,77.5,80.2,69.6,52.7,23.8,61.2,49.9,41.8,71.1,73.8,30.8,39.4,45.4,43.0,65.2,33.7,27.7,19.6,1.5,42.4,79.9,36.2,62.9,26.3,24.2,14.7,72.9,,1.5,23.88,32.94,65.08,80.14,103.5,44.2,43.0,49.6
04-02,37.8,83.2,93.4,47.5,32.8,66.9,32.4,22.5,54.1,24.3,33.2,27.4,97.5,26.6,103.5,65.1,78.9,80.2,69.7,52.6,22.6,61.3,48.7,41.2,71.3,73.8,30.2,39.1,45.4,43.0,65.6,33.7,27.5,21.2,1.4,42.0,79.9,36.2,64.7,26.1,23.8,13.8,72.9,,1.4,22.84,32.64,65.3,80.14,103.5,44.2,43.0,49.6
04-03,37.9,86.5,93.7,47.5,32.0,66.8,32.1,21.3,54.5,23.8,33.1,27.1,97.6,25.8,103.5,65.1,78.9,80.2,69.7,52.6,22.2,61.4,48.1,40.9,71.3,73.8,30.1,38.8,45.5,45.9,65.3,33.7,27.5,21.2,1.3,41.3,79.9,36.1,66.2,26.0,22.9,13.6,73.0,,1.3,22.34,32.06,65.66,80.14,103.5,45.7,45.5,49.6
04-04,38.1,88.3,93.9,47.5,31.7,66.7,31.7,21.3,54.4,23.1,33.0,26.5,97.8,25.7,103.5,65.1,78.9,80.8,69.9,52.6,22.2,61.0,49.6,40.9,71.6,75.5,30.0,38.5,45.5,45.9,65.2,33.8,27.5,21.2,1.2,40.3,78.9,35.9,66.4,26.0,22.1,13.1,73.2,,1.2,22.12,31.7,65.68,80.42,103.5,45.7,45.5,49.6
04-05,38.4,89.4,94.2,47.6,31.5,64.4,31.6,21.3,54.4,22.4,32.4,26.1,98.0,25.8,103.5,65.0,78.9,80.9,70.4,50.9,22.4,59.3,50.4,40.5,71.6,77.5,29.5,38.1,45.5,45.9,65.0,33.8,27.2,21.4,1.2,39.3,77.4,35.6,66.6,27.9,21.5,12.1,73.2,,1.2,21.68,31.56,65.0,80.5,103.5,45.7,45.5,49.6
04-06,37.5,90.4,94.6,47.6,31.1,63.1,31.5,20.8,52.9,22.3,31.9,26.1,98.0,25.6,104.1,64.9,78.6,81.2,71.8,48.1,22.9,57.5,50.8,39.1,71.3,79.3,28.7,38.0,45.3,46.6,64.8,34.0,26.3,22.0,2.0,38.2,77.2,34.9,67.1,29.7,20.7,11.8,73.5,,2.0,22.06,31.34,64.84,80.82,104.1,46.0,45.3,49.6
04-07,38.0,90.5,94.9,47.6,30.2,63.0,31.2,19.3,51.5,22.3,32.6,25.9,98.3,25.4,104.6,64.7,77.8,81.9,72.5,46.6,23.9,55.9,51.0,37.6,71.3,79.3,28.7,37.8,45.3,46.5,64.5,34.0,25.9,22.0,2.1,37.6,78.0,34.0,67.1,30.5,20.2,11.2,73.8,,2.1,22.06,30.92,64.58,81.38,104.6,45.9,45.3,49.6
04-08,37.9,90.5,95.0,48.0,29.6,63.0,30.8,19.2,49.6,22.7,32.6,25.6,98.5,25.7,107.0,64.6,77.7,82.0,72.5,46.5,24.7,55.4,51.3,37.8,71.3,79.3,27.2,37.6,45.3,46.9,66.1,34.0,26.0,21.6,2.5,36.9,78.3,32.5,67.2,30.9,19.5,10.1,74.6,,2.5,21.82,30.86,65.2,81.46,107.0,45.9,45.3,49.6
04-09,37.8,90.8,95.0,48.1,29.1,63.0,30.2,18.1,47.6,22.8,32.6,25.1,98.5,26.3,108.0,64.5,77.7,82.4,73.1,45.0,25.4,54.8,51.3,36.5,72.5,79.3,27.1,37.6,45.8,47.2,66.1,34.0,25.4,20.6,2.5,36.5,79.5,31.1,67.0,31.0,19.0,8.8,74.6,,2.5,21.04,30.68,65.14,81.82,108.0,45.4,45.0,49.6
