,index,date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median ('91-'20),Median (POR),Median Peak SWE,datetime
163,164,03-13,27.3,65.8,80.4,40.2,29.0,70.1,28.2,26.7,44.3,27.6,23.2,25.9,91.1,31.5,87.7,61.9,87.5,71.1,67.7,56.7,31.8,55.4,46.8,49.5,56.2,64.6,32.1,35.4,42.6,37.2,49.3,17.0,35.0,19.8,18.4,35.2,80.4,23.2,59.5,16.5,22.3,21.7,67.8,,16.5,22.10576329330971,29.132894763393217,57.504764403186414,78.54,91.1,44.7,40.2,49.6,2020-03-13
164,165,03-14,27.3,66.3,82.0,42.1,28.8,70.3,28.8,26.7,44.3,27.8,23.8,25.9,91.1,31.7,89.1,61.9,87.5,71.1,67.7,56.7,32.1,55.4,46.4,49.1,56.2,64.6,32.0,36.4,42.6,37.2,50.3,19.1,33.6,19.8,18.3,40.1,80.4,24.1,59.5,16.6,22.3,21.9,68.1,,16.6,22.39062052265084,29.302861467055806,57.975469680151384,78.54,91.1,44.5,42.1,49.6,2020-03-14
165,166,03-15,27.6,67.1,82.0,43.4,28.7,70.3,30.1,26.7,44.4,27.9,24.1,25.9,91.8,31.7,89.9,61.9,87.5,71.1,67.7,56.7,31.9,55.4,46.4,49.2,56.2,64.8,31.9,37.2,42.6,37.2,51.3,21.4,32.0,19.8,18.0,40.1,80.4,25.7,59.5,19.3,22.5,21.9,70.0,,18.0,22.69716476642037,29.47130864695692,58.42899808293615,78.54,91.8,44.5,42.6,49.6,2020-03-15
166,167,03-16,27.9,67.5,81.8,44.1,28.7,70.5,30.2,26.7,44.7,27.9,24.1,26.4,91.9,31.3,89.9,61.9,87.5,71.2,67.4,56.7,31.9,55.9,47.6,49.6,56.2,65.9,31.8,38.6,42.6,37.2,54.1,23.2,30.5,19.8,17.0,40.1,80.1,27.4,59.5,20.2,22.7,22.3,70.0,,17.0,22.996476642114036,29.6448229240228,58.86841489254162,78.32,91.9,45.1,42.6,49.6,2020-03-16
167,168,03-17,27.9,68.1,82.0,45.1,28.7,70.5,30.4,26.7,45.5,27.9,24.1,26.7,92.9,30.8,89.9,61.7,88.5,71.2,67.4,56.7,31.7,56.1,47.8,49.6,56.2,66.2,31.7,38.6,42.6,37.1,56.2,27.4,29.6,19.8,15.3,40.1,79.6,29.8,59.5,21.6,22.7,22.3,70.0,,15.3,23.282566844918996,29.825117546159817,59.2886086166865,77.92,92.9,45.2,42.6,49.6,2020-03-17
168,169,03-18,28.0,68.6,82.4,45.2,28.7,70.5,31.5,27.0,46.5,27.7,24.8,26.7,94.1,30.8,89.9,61.6,88.6,71.2,67.3,56.7,31.4,56.5,47.8,49.8,56.2,67.4,31.5,38.9,42.6,37.1,56.2,28.1,29.0,19.8,14.2,40.1,79.3,30.0,59.5,22.7,22.9,22.3,70.0,,14.2,23.558220159418024,30.000191706184026,59.72811825244473,77.68,94.1,45.2,42.6,49.6,2020-03-18
169,170,03-19,28.7,69.1,82.3,45.5,28.6,70.5,32.0,27.1,47.5,27.5,25.1,26.7,94.2,30.4,91.6,61.4,88.6,71.2,67.3,56.7,31.3,56.5,47.8,49.8,56.2,68.5,31.4,38.9,42.6,36.9,56.2,30.1,28.4,19.8,13.3,40.1,79.0,30.1,59.5,23.4,23.2,22.4,70.0,,13.3,23.799106043788914,30.15769750781857,60.1492583997558,77.44,94.2,45.2,42.6,49.6,2020-03-19
170,171,03-20,30.0,69.3,82.1,45.9,28.5,70.4,32.0,26.6,48.5,27.4,25.6,26.7,94.2,30.1,92.0,61.2,87.2,71.3,67.3,56.7,31.3,57.3,48.5,48.8,57.1,69.0,31.3,40.0,42.6,36.9,56.2,30.1,28.8,19.4,12.7,40.2,78.3,30.1,59.6,23.5,24.4,22.6,70.7,,12.7,23.9959317929565,30.303563717080994,60.5429542932075,76.9,94.2,45.6,42.6,49.6,2020-03-20
171,172,03-21,30.9,69.4,82.4,45.9,27.7,70.4,32.3,26.1,48.8,27.4,25.9,26.8,94.2,30.1,95.2,60.4,85.4,71.4,67.3,56.5,30.3,57.9,48.5,48.8,60.2,69.0,31.5,40.0,42.6,36.9,57.0,30.1,30.4,19.4,12.0,41.4,76.9,31.4,59.6,23.8,24.4,22.6,70.8,,12.0,24.147837756027833,30.44881444859143,60.892741398444095,75.8,95.2,45.6,42.6,49.6,2020-03-21
172,173,03-22,31.5,69.4,82.6,46.4,27.4,70.3,32.5,26.1,48.8,27.4,25.9,26.8,94.3,29.7,97.7,60.3,84.7,71.5,67.3,56.5,29.2,58.3,48.4,47.7,63.2,69.0,31.5,40.0,44.3,36.6,58.2,30.1,29.8,19.4,11.5,42.0,77.5,32.4,59.6,24.3,24.6,22.6,70.8,,11.5,24.25989506608736,30.60177782262029,61.211942286346414,76.3,97.7,46.0,44.3,49.6,2020-03-22
173,174,03-23,31.5,69.6,84.8,46.8,27.4,69.5,32.8,26.1,48.8,27.3,25.9,26.9,94.5,29.6,100.7,61.4,84.0,72.5,67.9,56.5,28.2,58.9,48.2,46.1,66.1,69.0,31.4,40.0,45.7,36.6,58.9,30.1,29.7,19.0,11.1,42.0,77.9,35.0,59.8,24.4,24.7,22.1,70.8,,11.1,24.33041872666651,30.74055292099582,61.488810412670695,76.82,100.7,45.9,45.7,49.6,2020-03-23
174,175,03-24,31.5,69.6,86.6,46.8,27.2,69.3,33.3,25.0,49.1,27.1,27.8,26.9,95.4,29.6,102.6,61.8,82.7,73.7,68.1,56.1,28.1,59.9,49.7,45.0,66.5,69.0,31.4,40.0,45.7,36.6,59.8,29.9,29.7,18.6,11.4,41.9,77.1,35.0,60.3,24.7,24.7,20.5,71.0,,11.4,24.365609928361597,30.849341136110336,61.758115225504916,76.42,102.6,45.4,45.0,49.6,2020-03-24
175,176,03-25,31.6,69.6,87.6,46.8,27.4,69.2,33.3,24.7,50.2,27.1,29.9,27.0,95.9,29.8,103.2,62.3,81.3,77.0,68.1,55.6,27.4,59.9,49.7,43.9,66.9,69.0,30.8,39.3,46.7,36.5,60.8,29.9,29.7,18.2,11.4,41.9,78.6,35.5,60.5,25.8,24.8,19.2,71.3,,11.4,24.353209565128825,30.921255171021038,61.99675310261114,78.28,103.2,45.3,43.9,49.6,2020-03-25
176,177,03-26,34.4,69.6,87.9,47.0,27.6,68.3,33.3,24.2,50.9,26.4,32.1,27.0,96.3,29.9,103.3,62.3,80.1,77.6,68.1,54.8,27.2,60.3,50.0,44.6,66.9,71.3,29.9,39.2,46.7,37.4,61.9,29.9,29.5,17.0,10.9,41.9,78.8,35.9,60.5,26.2,24.8,17.8,71.3,,10.9,24.29125819796103,30.982377156693527,62.24624154979104,78.56,103.3,45.6,44.6,49.6,2020-03-26
177,178,03-27,35.1,70.3,88.0,47.3,30.3,68.0,33.3,23.2,51.0,26.0,32.9,27.0,96.5,30.0,103.5,62.3,78.7,77.6,68.3,54.7,26.9,60.5,51.0,44.6,67.9,71.3,30.5,39.1,46.5,37.4,63.5,29.9,29.3,17.6,9.5,41.7,79.1,36.0,60.9,26.3,24.8,16.6,71.3,,9.5,24.159961658762168,31.02384017757941,62.569456159820284,78.48,103.5,45.6,44.6,49.6,2020-03-27
178,179,03-28,35.2,71.4,89.1,47.3,32.0,67.3,33.3,23.1,52.5,25.7,33.1,27.1,96.7,30.0,103.5,64.0,77.8,79.4,68.3,54.0,26.8,60.8,51.0,44.4,69.6,71.3,31.2,39.1,46.4,37.4,65.2,29.9,29.3,18.1,7.7,41.4,79.2,36.2,62.2,26.4,24.7,15.5,71.5,,7.7,23.97637170820219,31.022685904549444,62.89579860760556,78.92,103.5,45.4,44.4,49.6,2020-03-28
179,180,03-29,35.5,73.6,89.4,47.3,32.2,67.2,33.2,23.1,53.1,25.6,33.2,27.1,96.8,29.3,103.5,64.6,77.0,79.8,68.3,53.3,26.1,60.9,51.0,44.3,69.7,72.1,31.2,39.4,46.4,37.4,65.2,31.2,29.3,18.6,6.2,42.5,79.2,36.2,62.6,26.4,24.6,15.4,72.9,,6.2,23.75612955302109,31.00773887599531,63.21712238926229,78.76,103.5,45.4,44.3,49.6,2020-03-29
180,181,03-30,35.8,75.6,89.9,47.3,32.4,67.2,33.2,23.1,53.1,25.5,33.2,27.2,96.8,28.5,103.5,64.8,77.0,79.8,68.3,52.9,24.8,60.9,51.0,43.8,69.7,72.1,31.2,39.4,45.4,39.0,65.2,31.2,29.5,18.6,4.4,42.5,79.2,36.2,62.7,26.5,24.5,15.2,72.9,,4.4,23.497566340429024,30.988741802037083,63.523830087779096,78.76,103.5,44.6,43.8,49.6,2020-03-30
181,182,03-31,36.4,81.9,92.2,47.4,32.7,67.2,32.8,23.1,53.3,25.3,33.2,27.4,96.9,28.1,103.5,65.0,77.0,80.1,69.5,52.7,24.2,60.9,50.8,42.8,70.0,72.1,31.0,39.4,45.4,42.1,65.2,31.7,28.5,18.6,2.6,42.5,79.9,36.2,62.7,26.5,24.4,15.0,72.9,,2.6,23.234428412873793,30.953255978204975,63.802645545351474,80.06,103.5,44.1,42.8,49.6,2020-03-31
182,183,04-01,37.3,82.7,92.7,47.5,33.1,66.9,32.7,23.1,53.6,24.9,33.2,27.4,97.5,27.4,103.5,65.0,77.5,80.2,69.6,52.7,23.8,61.2,49.9,41.8,71.1,73.8,30.8,39.4,45.4,43.0,65.2,33.7,27.7,19.6,1.5,42.4,79.9,36.2,62.9,26.3,24.2,14.7,72.9,,1.5,22.992620320854833,30.945268893147972,64.07001311673679,80.14,103.5,44.2,43.0,49.6,2020-04-01
183,184,04-02,37.8,83.2,93.4,47.5,32.8,66.9,32.4,22.5,54.1,24.3,33.2,27.4,97.5,26.6,103.5,65.1,78.9,80.2,69.7,52.6,22.6,61.3,48.7,41.2,71.3,73.8,30.2,39.1,45.4,43.0,65.6,33.7,27.5,21.2,1.4,42.0,79.9,36.2,64.7,26.1,23.8,13.8,72.9,,1.4,22.751344970234314,30.957160730500412,64.35037433154861,80.14,103.5,44.2,43.0,49.6,2020-04-02
184,185,04-03,37.9,86.5,93.7,47.5,32.0,66.8,32.1,21.3,54.5,23.8,33.1,27.1,97.6,25.8,103.5,65.1,78.9,80.2,69.7,52.6,22.2,61.4,48.1,40.9,71.3,73.8,30.1,38.8,45.5,45.9,65.3,33.7,27.5,21.2,1.3,41.3,79.9,36.1,66.2,26.0,22.9,13.6,73.0,,1.3,22.504933911814387,30.969464231660734,64.63698920391263,80.14,103.5,45.7,45.5,49.6,2020-04-03
185,186,04-04,38.1,88.3,93.9,47.5,31.7,66.7,31.7,21.3,54.4,23.1,33.0,26.5,97.8,25.7,103.5,65.1,78.9,80.8,69.9,52.6,22.2,61.0,49.6,40.9,71.6,75.5,30.0,38.5,45.5,45.9,65.2,33.8,27.5,21.2,1.2,40.3,78.9,35.9,66.4,26.0,22.1,13.1,73.2,,1.2,22.238857834728332,30.951530622539558,64.87565331449683,80.42,103.5,45.7,45.5,49.6,2020-04-04
186,187,04-05,38.4,89.4,94.2,47.6,31.5,64.4,31.6,21.3,54.4,22.4,32.4,26.1,98.0,25.8,103.5,65.0,78.9,80.9,70.4,50.9,22.4,59.3,50.4,40.5,71.6,77.5,29.5,38.1,45.5,45.9,65.0,33.8,27.2,21.4,1.2,39.3,77.4,35.6,66.6,27.9,21.5,12.1,73.2,,1.2,21.939217031580323,30.92574109575114,65.09206739985652,80.5,103.5,45.7,45.5,49.6,2020-04-05
187,188,04-06,37.5,90.4,94.6,47.6,31.1,63.1,31.5,20.8,52.9,22.3,31.9,26.1,98.0,25.6,104.1,64.9,78.6,81.2,71.8,48.1,22.9,57.5,50.8,39.1,71.3,79.3,28.7,38.0,45.3,46.6,64.8,34.0,26.3,22.0,2.0,38.2,77.2,34.9,67.1,29.7,20.7,11.8,73.5,,2.0,21.620040359196114,30.875897487638944,65.29651901926928,80.82,104.1,46.0,45.3,49.6,2020-04-06
188,189,04-07,38.0,90.5,94.9,47.6,30.2,63.0,31.2,19.3,51.5,22.3,32.6,25.9,98.3,25.4,104.6,64.7,77.8,81.9,72.5,46.6,23.9,55.9,51.0,37.6,71.3,79.3,28.7,37.8,45.3,46.5,64.5,34.0,25.9,22.0,2.1,37.6,78.0,34.0,67.1,30.5,20.2,11.2,73.8,,2.1,21.30810210876731,30.79871052365953,65.50308344263726,81.38,104.6,45.9,45.3,49.6,2020-04-07
189,190,04-08,37.9,90.5,95.0,48.0,29.6,63.0,30.8,19.2,49.6,22.7,32.6,25.6,98.5,25.7,107.0,64.6,77.7,82.0,72.5,46.5,24.7,55.4,51.3,37.8,71.3,79.3,27.2,37.6,45.3,46.9,66.1,34.0,26.0,21.6,2.5,36.9,78.3,32.5,67.2,30.9,19.5,10.1,74.6,,2.5,20.985026737967196,30.6915608919372,65.70359600443727,81.46,107.0,45.9,45.3,49.6,2020-04-08
190,191,04-09,37.8,90.8,95.0,48.1,29.1,63.0,30.2,18.1,47.6,22.8,32.6,25.1,98.5,26.3,108.0,64.5,77.7,82.4,73.1,45.0,25.4,54.8,51.3,36.5,72.5,79.3,27.1,37.6,45.8,47.2,66.1,34.0,25.4,20.6,2.5,36.5,79.5,31.1,67.0,31.0,19.0,8.8,74.6,,2.5,20.64719200887832,30.5861507415992,65.89155080213679,81.82,108.0,45.4,45.0,49.6,2020-04-09
191,192,04-10,37.7,90.8,95.3,48.5,28.6,63.0,29.7,17.4,45.6,22.4,32.2,24.9,98.9,26.7,108.0,64.5,77.7,82.5,73.1,44.3,25.8,53.9,51.3,36.2,72.8,79.3,26.9,37.6,46.1,47.5,66.1,33.9,25.2,19.4,2.3,35.9,79.5,29.9,66.4,31.0,18.3,8.0,74.3,,2.3,20.28136615881275,30.451853496114392,66.02592473009562,81.9,108.0,45.2,44.3,49.6,2020-04-10
192,193,04-11,37.6,90.8,95.3,49.5,28.2,63.0,28.9,16.3,44.7,21.6,32.2,24.3,98.9,26.9,108.1,64.5,77.7,83.2,74.0,43.7,26.1,53.6,51.3,35.9,73.1,79.9,26.5,37.1,46.1,47.5,66.1,33.4,25.8,18.7,2.0,34.8,79.5,29.4,66.1,30.9,17.9,7.1,73.8,,2.0,19.8713490061541,30.320248209059606,66.0966723842173,82.54,108.1,44.9,43.7,49.6,2020-04-11
193,194,04-12,37.6,87.6,95.3,49.5,27.8,62.8,28.1,15.3,43.0,21.2,32.5,24.2,98.9,27.0,107.8,64.5,77.7,83.4,74.0,43.2,26.1,53.1,51.3,35.2,73.1,80.3,26.7,37.0,46.1,47.2,66.1,34.1,23.9,17.7,1.6,34.0,79.5,29.4,66.1,30.7,17.3,8.1,73.5,,1.6,19.463783674704207,30.168015336493777,66.11731207748741,82.78,107.8,44.6,43.0,49.6,2020-04-12
194,195,04-13,37.5,88.7,95.4,49.5,27.4,62.7,27.9,14.6,41.7,20.2,32.7,23.9,98.9,26.5,108.3,64.5,77.5,84.2,74.1,43.0,26.6,52.4,52.3,34.3,73.1,81.1,27.0,36.8,46.1,48.0,66.1,34.1,22.6,16.5,1.2,33.0,79.7,29.5,66.2,30.4,16.5,8.1,73.1,,1.2,19.04154979315847,29.988271617393792,66.06230451013799,83.58,108.3,44.6,41.7,49.6,2020-04-13
195,196,04-14,37.3,89.9,95.9,49.6,27.0,62.6,27.3,14.6,39.9,18.9,31.7,23.2,99.1,25.7,110.3,64.4,77.0,85.9,74.1,42.9,26.7,51.9,55.0,32.8,73.1,82.0,26.5,36.7,45.9,48.0,66.7,35.3,21.4,15.9,1.1,32.4,81.0,29.3,66.1,30.0,16.2,8.4,72.8,,1.1,18.60926647159658,29.77064272020886,65.94076278881825,85.12,110.3,44.4,39.9,49.6,2020-04-14
196,197,04-15,36.6,92.0,96.0,48.5,26.0,62.6,26.6,14.6,39.3,17.7,31.7,23.0,99.1,24.8,110.1,64.4,73.5,86.2,74.1,42.7,26.7,51.1,55.7,32.6,73.1,83.2,27.0,36.6,45.9,48.0,66.7,35.4,20.7,15.0,0.9,32.1,80.8,28.9,66.0,29.6,16.2,11.5,72.4,,0.9,18.184358793259392,29.542510342043183,65.73516295025505,85.6,110.1,44.3,39.3,49.6,2020-04-15
197,198,04-16,35.6,92.1,96.1,47.0,25.0,65.1,25.7,14.4,38.2,16.7,31.9,23.0,99.1,23.5,110.1,64.4,70.9,86.3,74.1,42.6,26.7,50.3,55.7,32.6,73.1,83.2,26.4,36.5,45.8,48.0,66.7,35.4,20.9,14.2,0.8,31.9,80.8,29.4,66.2,29.0,16.2,13.1,72.2,,0.8,17.780992836241953,29.26042578952579,65.47539905155664,85.68,110.1,44.2,38.2,49.6,2020-04-16
198,199,04-17,35.0,92.1,96.6,46.3,25.0,65.1,24.8,14.3,36.6,16.3,32.0,22.4,99.1,21.7,110.1,64.9,69.4,86.3,74.3,42.6,25.7,50.4,57.0,32.4,73.1,85.9,26.1,35.9,45.6,48.0,66.7,35.3,20.9,13.3,0.5,31.9,81.1,29.9,66.5,28.3,15.9,13.1,72.0,,0.5,17.37057814549431,28.944651397436203,65.20382201593965,86.22,110.1,44.1,36.6,49.6,2020-04-17
199,200,04-18,34.0,92.1,96.3,46.0,25.0,66.1,23.8,13.6,35.2,16.2,32.0,21.7,99.7,19.9,110.6,65.0,67.9,86.3,73.8,43.8,25.4,51.3,57.0,32.4,73.1,85.9,25.8,35.2,45.4,48.0,69.0,35.2,20.9,12.0,0.0,31.8,82.2,29.9,66.3,27.8,15.4,12.9,71.9,,0.0,16.950539804257314,28.597308041569,64.8508384623124,86.22,110.6,44.6,35.2,49.6,2020-04-18
200,201,04-19,33.8,92.1,96.9,46.0,25.0,66.1,24.0,13.6,33.9,15.0,31.0,21.5,99.9,17.8,110.6,65.1,66.7,86.3,71.8,43.8,25.5,52.1,57.0,32.9,73.1,87.0,26.3,34.5,44.7,48.0,70.7,35.0,20.9,11.2,0.0,31.2,82.8,29.8,65.7,27.5,14.8,12.5,72.3,,0.0,16.497538088991465,28.217854908686355,64.44346483704756,86.86,110.6,44.2,35.0,49.6,2020-04-19
201,202,04-20,34.0,92.1,97.7,46.5,25.0,66.2,24.0,14.3,32.2,14.5,31.5,21.1,99.3,16.0,110.7,65.0,65.9,87.0,69.7,43.8,27.2,52.1,57.0,34.2,73.1,87.0,26.6,34.0,43.9,47.9,70.2,34.2,20.9,10.5,0.0,30.1,82.8,29.5,65.1,27.1,13.9,12.9,72.3,,0.0,16.00895368782107,27.821138129350278,63.981301584096286,87.0,110.7,43.8,34.2,49.6,2020-04-20
202,203,04-21,34.0,92.0,98.3,46.5,25.3,65.0,23.5,14.9,30.4,14.3,31.7,21.1,99.3,14.5,112.1,65.0,63.4,86.8,67.3,43.8,28.7,52.1,57.2,35.8,73.2,87.0,26.7,34.0,42.7,48.3,70.9,33.4,20.0,9.9,0.0,29.0,82.8,29.5,64.5,26.5,13.0,13.1,72.1,,0.0,15.501872666733403,27.410628594490035,63.44844919785879,86.96,112.1,43.2,35.8,49.6,2020-04-21
203,204,04-22,33.7,91.4,98.4,46.6,25.7,62.3,22.7,15.1,30.4,14.5,31.6,21.1,98.9,13.2,112.1,64.9,62.2,85.3,66.1,43.8,28.7,52.5,57.2,35.8,73.2,87.0,27.6,34.0,41.4,48.7,70.7,31.7,18.9,9.4,0.0,27.8,82.4,28.7,64.0,25.7,12.6,16.0,71.5,,0.0,14.977651094742702,26.954065180102,62.85666229441821,86.66,112.1,42.6,35.8,49.6,2020-04-22
204,205,04-23,32.7,90.5,98.5,47.0,25.6,59.9,21.3,15.8,30.4,14.9,31.4,20.9,98.7,12.4,112.1,64.7,62.3,83.9,65.7,43.7,29.1,52.8,57.2,35.8,73.2,87.4,29.5,34.0,40.3,49.0,70.4,30.2,18.3,10.2,0.0,28.5,81.7,27.9,63.6,24.8,11.8,16.1,70.7,,0.0,14.438048632831716,26.46427403894572,62.21505398042367,86.7,112.1,42.0,35.8,49.6,2020-04-23
205,206,04-24,30.6,90.2,100.3,47.2,25.1,57.6,20.3,15.9,31.5,15.6,31.1,20.1,98.5,12.4,112.1,64.6,62.0,82.9,65.4,43.6,29.0,51.9,58.0,36.3,73.2,87.6,29.4,34.3,38.0,48.8,71.4,28.8,17.6,10.2,0.0,28.5,80.8,27.0,63.0,23.6,10.7,16.1,70.0,,0.0,13.884796690545384,25.954256886287077,61.56909292704866,86.66,112.1,40.8,36.3,49.6,2020-04-24
206,207,04-25,28.5,89.4,103.0,46.1,24.1,58.7,19.2,16.1,32.1,15.9,31.7,19.4,98.5,13.0,112.1,64.5,61.7,82.8,65.0,44.2,28.9,51.0,58.7,35.4,73.5,87.6,29.2,34.0,38.4,48.6,72.8,27.6,17.2,10.2,1.1,28.6,80.4,26.0,62.0,22.5,10.7,16.1,69.3,,1.1,13.323414388053225,25.398450206840018,60.9071899909171,86.64,112.1,41.3,35.4,49.6,2020-04-25
207,208,04-26,28.5,89.4,103.4,45.7,23.8,62.5,18.0,15.9,32.4,15.4,32.2,18.6,97.9,15.2,112.1,64.2,60.9,82.6,63.8,44.0,28.2,50.5,60.0,34.4,73.6,88.1,29.1,33.5,38.3,48.4,73.4,27.3,15.4,12.2,2.8,28.6,79.9,24.9,60.7,21.3,11.1,16.0,67.9,,2.8,12.754020784985945,24.79663807890139,60.2187468469357,87.0,112.1,41.2,34.4,49.6,2020-04-26
208,209,04-27,28.5,89.0,103.8,45.4,23.6,61.1,16.2,15.3,32.4,14.4,32.5,18.1,97.8,15.7,112.1,63.8,58.7,82.2,63.8,42.9,26.5,49.7,61.6,33.5,73.3,88.0,28.6,32.7,38.2,48.2,73.4,27.0,14.1,12.2,2.3,28.7,79.5,24.0,58.8,20.2,11.1,15.7,66.6,,2.3,12.177802441730995,24.160728483502353,59.521668852787805,86.84,112.1,40.6,33.5,49.6,2020-04-27
209,210,04-28,28.5,88.9,105.1,45.4,23.3,59.7,15.1,14.3,32.4,12.6,31.8,17.3,97.4,15.7,112.7,61.7,56.9,81.8,63.0,40.2,25.1,48.9,62.1,32.1,73.6,87.7,27.4,31.9,37.5,49.5,73.4,26.9,13.1,12.2,1.5,28.8,78.8,22.9,56.7,19.0,11.2,15.4,65.2,,1.5,11.59669659973727,23.502320653818185,58.811665825848046,86.52,112.7,38.8,32.4,49.6,2020-04-28
210,211,04-29,27.3,88.2,106.8,45.4,22.5,57.8,13.6,13.4,32.1,10.7,30.9,16.3,96.4,15.3,113.2,60.8,57.6,80.1,63.0,37.3,23.6,49.5,62.5,29.6,73.5,88.5,26.9,30.8,36.3,51.7,73.4,26.5,11.4,12.0,0.2,28.8,78.1,22.8,54.7,17.3,10.8,15.3,63.4,,0.2,10.99246493794736,22.805646251638812,58.07188981939061,86.58,113.2,36.8,32.1,49.6,2020-04-29
211,212,04-30,25.9,87.5,107.6,45.4,21.8,54.7,12.2,13.1,31.3,10.7,30.6,15.1,95.8,15.1,114.1,60.7,58.1,78.4,63.4,37.1,23.4,50.4,62.8,28.1,73.6,88.0,24.8,30.1,36.1,51.7,73.4,25.7,9.7,11.6,0.0,28.5,77.2,22.8,53.4,15.6,9.8,15.1,61.2,,0.0,10.380936333366611,22.054555544343913,57.30795883361726,85.68,114.1,36.6,31.3,49.6,2020-04-30
212,213,05-01,23.6,87.3,108.0,45.4,21.3,52.5,12.4,12.8,31.1,10.7,30.5,14.6,93.2,14.9,114.7,59.0,58.1,77.2,63.6,36.9,21.4,50.9,63.0,27.4,74.1,87.0,23.4,29.8,35.9,51.7,73.3,24.5,8.2,11.2,0.0,28.4,76.3,22.7,52.3,13.9,8.1,14.8,59.3,,0.0,9.772646554333237,21.259253354857513,56.536805569567235,85.04,114.7,36.4,31.1,49.6,2020-05-01
213,214,05-02,21.5,87.2,108.1,46.5,20.1,52.0,12.7,13.5,30.9,10.0,30.6,14.1,91.5,14.5,115.4,57.1,57.6,75.1,63.3,34.5,19.3,50.9,64.1,26.3,73.9,86.8,21.9,29.6,37.1,51.7,73.1,23.3,7.1,10.3,0.0,27.9,75.7,22.5,52.0,13.1,6.7,14.5,58.2,,0.0,9.164046009484098,20.431048330137532,55.74833013822835,84.58,115.4,35.8,30.9,49.6,2020-05-02
214,215,05-03,21.5,85.3,108.3,46.7,19.0,51.2,13.2,13.4,30.7,9.0,30.7,13.3,91.4,13.5,115.4,54.9,56.1,74.3,63.7,32.5,18.0,50.9,65.1,24.7,73.6,86.3,22.4,29.0,38.3,51.3,72.9,22.6,5.1,9.1,0.0,27.1,74.5,21.8,51.8,12.0,5.7,14.3,58.5,,0.0,8.582639491473827,19.573074361819533,54.955074160022335,83.14,115.4,35.4,30.7,49.6,2020-05-03
215,216,05-04,21.5,85.0,108.4,47.9,18.3,51.0,12.3,12.8,29.6,7.7,30.8,12.6,91.6,12.3,115.4,53.6,53.5,73.2,65.5,31.2,17.6,50.8,65.5,22.8,73.6,86.0,22.7,28.0,40.3,50.4,71.7,21.9,3.2,7.7,0.0,26.3,72.9,21.0,51.5,11.7,4.7,13.9,58.5,,0.0,8.023101604277802,18.684263949146775,54.156478660072814,82.72,115.4,35.8,30.8,49.6,2020-05-04
216,217,05-05,18.8,83.2,108.6,46.1,17.8,50.7,10.9,12.2,27.9,6.1,30.6,11.6,91.8,10.9,115.5,52.4,50.9,72.3,65.5,28.8,16.6,50.6,65.8,20.5,73.5,85.5,23.1,26.7,40.7,49.7,70.7,21.9,2.6,6.6,0.0,25.5,70.9,20.1,50.6,10.8,3.2,13.4,58.7,,0.0,7.482425587730548,17.779798204015133,53.35987085056824,81.26,115.5,35.6,28.8,49.6,2020-05-05
217,218,05-06,18.5,82.1,110.0,45.3,17.0,49.9,9.9,11.6,26.7,3.8,30.0,10.8,91.9,9.8,115.5,51.4,49.1,72.4,65.9,27.0,14.9,48.7,66.5,18.1,72.0,84.9,23.4,25.1,39.5,49.0,69.9,21.3,2.3,6.2,0.0,24.9,68.3,19.4,49.7,9.6,2.2,12.3,58.9,,0.0,6.946949853697673,16.861854505094776,52.550323882552945,80.16,115.5,34.8,27.0,49.6,2020-05-06
218,219,05-07,18.2,81.3,110.0,45.0,16.1,49.3,8.9,11.9,25.4,2.2,29.5,9.1,92.1,9.9,115.5,50.4,47.2,72.1,64.0,27.2,12.9,47.0,66.9,16.6,72.0,83.4,23.9,24.0,38.2,48.4,68.9,20.7,3.3,6.4,0.0,24.3,66.3,18.1,47.8,8.6,1.2,10.6,59.6,,0.0,6.4086691554835875,15.914529310866172,51.7314095449483,79.46,115.5,33.8,27.2,49.6,2020-05-07
219,220,05-08,17.7,80.7,110.0,44.9,15.5,46.5,8.0,12.2,23.6,0.7,29.0,7.8,91.6,10.2,115.6,48.9,45.6,70.9,63.2,28.9,11.1,44.2,67.0,14.8,72.0,82.6,23.4,22.8,36.9,48.0,67.8,19.9,3.6,5.7,0.7,23.3,64.9,16.9,47.1,7.2,0.5,9.7,59.7,,0.5,5.876002421551609,14.946699626676919,50.904948037532314,78.96,115.6,33.0,28.9,49.6,2020-05-08
220,221,05-09,15.5,78.8,110.0,43.0,15.1,44.9,6.8,12.8,21.8,0.3,29.4,6.5,90.4,9.0,115.5,48.3,43.3,71.2,62.7,28.0,8.7,43.5,67.5,13.0,72.4,79.8,22.3,21.0,35.8,47.4,67.8,18.8,2.7,5.1,0.0,22.2,65.3,15.4,45.8,5.7,0.0,9.8,59.9,,0.0,5.344017758046431,13.970265361718823,50.07411562909727,77.52,115.5,32.6,28.0,49.6,2020-05-09
