,index,date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median ('91-'20),Median (POR),Median Peak SWE,datetime
105,105,01-14,8.9,44.3,36.1,34.2,18.6,22.1,8.6,23.4,31.0,9.7,5.4,9.2,52.2,13.2,56.6,7.5,57.7,25.9,18.6,10.3,14.7,39.9,39.9,33.8,44.2,36.4,13.8,17.9,16.1,17.5,37.6,0.9,31.9,4.4,12.0,17.8,35.5,13.4,18.7,16.2,10.9,21.3,38.9,,0.9,8.307730804156712,14.298147512864006,32.78396730904943,43.34,57.7,17.8,18.6,49.6,2020-01-14
106,106,01-15,8.9,43.8,36.1,34.2,18.6,23.5,8.6,23.6,31.0,10.9,5.4,9.2,52.5,13.2,58.5,7.5,58.7,28.8,19.4,10.3,14.7,39.8,39.9,33.8,44.3,37.4,13.8,17.9,16.1,17.5,37.6,0.9,31.9,4.3,12.0,19.2,35.5,13.3,18.9,16.2,10.8,21.3,40.3,,0.9,8.382996670365971,14.483926949853203,33.16734739178577,43.1,58.7,18.4,19.2,49.6,2020-01-15
107,107,01-16,8.9,43.8,36.0,34.7,18.6,24.3,8.6,23.9,31.0,11.0,5.4,9.2,54.5,13.2,59.8,7.6,59.4,31.8,21.9,12.0,14.7,39.8,40.1,33.8,44.6,37.4,13.8,17.9,16.1,17.6,37.6,0.9,31.9,4.3,12.0,19.5,35.5,13.2,21.4,16.2,10.7,21.3,40.9,,0.9,8.499253354857949,14.662068408838165,33.541434769446944,43.22,59.8,18.7,21.3,49.6,2020-01-16
108,108,01-17,8.9,43.3,36.3,34.7,18.6,26.8,8.6,25.7,31.0,11.2,5.4,9.2,55.0,13.2,59.9,11.5,59.8,31.4,21.9,12.0,14.7,39.8,40.1,33.8,44.8,38.9,13.8,17.9,16.1,17.6,37.6,1.0,31.9,4.2,12.0,20.3,35.5,13.1,24.4,17.5,10.6,21.3,42.4,,1.0,8.638181818181524,14.83953788719554,33.92157602663592,43.12,59.9,19.1,21.3,49.6,2020-01-17
109,109,01-18,9.5,43.2,36.4,34.7,19.0,27.6,8.6,26.3,31.0,11.2,5.5,9.2,55.5,13.2,59.9,11.5,60.1,27.4,22.6,13.4,15.0,39.8,40.1,33.8,45.0,41.5,13.8,17.9,16.1,18.2,37.6,1.0,31.9,4.0,11.9,21.0,35.5,13.0,25.5,17.5,10.5,21.3,42.4,,1.0,8.76173140954465,15.041775804660976,34.28340833417298,43.04,60.1,19.6,21.3,49.6,2020-01-18
110,110,01-19,9.6,44.3,38.4,34.7,19.0,27.8,8.6,26.3,31.0,11.2,5.5,9.2,55.5,13.2,60.0,14.3,60.5,29.9,24.7,15.6,15.2,39.8,40.1,33.8,45.4,44.3,13.8,17.9,16.1,21.0,37.6,1.0,31.9,4.0,11.8,21.6,36.1,13.5,28.1,17.5,10.5,21.3,43.4,,1.0,8.91740288568227,15.24823933003681,34.59577641004826,44.3,60.5,21.3,21.6,49.6,2020-01-19
111,111,01-20,9.6,44.7,38.7,34.7,19.0,28.1,8.6,26.5,31.0,11.2,5.5,9.2,55.8,13.2,60.0,15.4,60.8,31.1,28.1,16.3,15.2,39.8,40.1,33.8,45.4,44.3,13.8,17.9,16.1,22.0,37.6,2.0,31.9,3.7,11.8,23.5,38.3,13.7,28.3,17.6,10.5,21.3,43.7,,2.0,9.096819695287753,15.454646352537058,34.85509433962145,44.62,60.8,22.8,23.5,49.6,2020-01-20
112,112,01-21,9.6,46.1,38.9,34.7,19.0,28.1,8.6,26.7,30.9,11.3,5.6,9.2,61.0,13.2,60.3,15.9,62.8,31.5,33.3,16.3,15.4,39.8,40.1,33.8,45.4,44.3,13.8,17.9,15.8,22.9,37.6,5.7,31.9,3.6,11.8,23.5,40.0,13.7,30.4,17.6,10.5,21.3,43.9,,3.6,9.27867016446341,15.679796186055363,35.10688527898175,45.18,62.8,23.2,23.5,49.6,2020-01-21
113,113,01-22,9.6,46.8,39.3,34.7,19.0,28.1,8.6,26.7,30.9,11.7,5.6,9.2,63.9,13.2,60.3,18.0,63.7,32.4,34.8,16.4,15.4,39.8,40.4,33.8,45.9,44.3,13.8,18.3,16.2,23.2,37.6,6.3,31.9,3.5,11.8,23.6,41.8,13.7,30.4,17.6,10.5,21.3,44.1,,3.5,9.477564322469657,15.89900918171674,35.34447583492967,45.58,63.9,23.4,23.6,49.6,2020-01-22
114,114,01-23,9.9,46.8,40.7,34.7,19.0,28.7,8.6,27.0,30.9,11.7,5.8,9.2,63.9,13.8,62.2,18.3,69.2,33.0,36.4,16.6,15.4,40.2,42.0,33.8,45.9,44.3,13.8,19.0,16.9,24.1,37.6,7.5,32.1,3.5,11.8,23.7,45.4,13.5,30.4,17.9,10.6,21.3,44.1,,3.5,9.694262940167159,16.115576632024474,35.55748360407507,45.8,69.2,23.9,24.1,49.6,2020-01-23
115,115,01-24,10.3,46.8,44.5,34.7,19.0,28.7,8.6,27.0,30.9,11.7,5.9,9.2,63.9,13.8,62.7,20.3,70.2,33.4,39.0,18.6,15.5,40.7,44.0,34.1,45.9,45.5,13.8,19.6,17.6,24.4,37.4,9.5,32.1,3.4,11.8,25.2,47.3,14.0,30.4,18.2,10.6,21.3,44.3,,3.4,9.92682272222749,16.3294864292195,35.72229038442013,46.62,70.2,24.8,25.2,49.6,2020-01-24
116,116,01-25,10.3,47.0,45.8,34.7,19.0,28.7,9.9,27.0,30.9,11.7,5.9,9.2,64.0,15.1,64.0,25.8,71.1,33.7,39.1,23.4,16.0,40.7,44.0,34.1,46.3,45.8,13.8,20.1,18.1,24.7,37.3,9.5,32.4,3.4,11.8,25.3,47.3,14.6,30.4,18.2,11.1,21.3,44.3,,3.4,10.169274543436238,16.559975784481324,35.88741600242032,46.86,71.1,25.6,25.8,49.6,2020-01-25
117,117,01-26,10.3,47.3,46.3,34.7,19.0,28.7,10.1,27.0,30.9,11.7,5.9,9.2,64.0,15.4,64.8,26.5,75.3,34.0,39.1,24.5,16.9,41.1,44.0,34.1,47.0,45.8,13.8,21.6,19.0,25.9,37.2,9.4,32.6,3.2,11.8,25.3,47.3,15.6,30.4,18.2,11.1,21.3,44.4,,3.2,10.415719907173493,16.79741095752137,36.05799011199554,47.24,75.3,26.2,26.5,49.6,2020-01-26
118,118,01-27,12.9,48.9,48.1,34.7,19.0,28.7,10.3,27.0,30.9,11.7,5.9,9.1,64.1,15.5,66.0,27.1,78.0,34.0,39.1,24.6,17.1,42.8,44.0,34.4,47.0,46.1,13.8,21.6,19.0,26.9,37.0,9.4,32.6,3.1,11.8,25.3,47.3,15.6,30.4,19.0,11.5,21.3,44.4,,3.1,10.658363434567288,17.024336595701165,36.30425991322649,47.94,78.0,27.0,27.0,49.6,2020-01-27
119,119,01-28,16.5,49.2,48.5,34.6,19.0,28.7,11.6,27.0,30.9,11.7,5.9,9.1,64.1,15.5,66.8,30.0,78.7,34.7,39.1,24.6,17.2,42.8,44.4,35.4,47.2,46.1,13.8,22.8,19.0,26.9,37.0,9.4,32.6,3.1,11.9,25.3,47.3,15.6,30.5,19.0,13.4,21.3,44.4,,3.1,10.893185349611171,17.25350620522593,36.63566138633716,48.26,78.7,28.4,27.0,49.6,2020-01-28
120,120,01-29,19.1,49.8,49.2,34.5,19.0,28.7,11.6,27.0,30.9,11.7,6.1,9.1,64.1,15.7,66.8,31.7,79.8,34.9,39.1,24.8,17.3,42.8,44.5,35.7,47.2,47.1,13.8,23.4,19.0,26.9,36.9,9.4,32.6,3.0,11.9,25.4,47.3,15.6,30.5,19.0,15.9,21.3,44.4,,3.0,11.122831197658785,17.49645848047564,36.987232368074615,48.82,79.8,28.7,27.0,49.6,2020-01-29
121,121,01-30,19.4,49.8,50.1,34.5,19.0,28.7,12.0,27.9,30.9,11.8,6.1,9.1,64.1,15.8,67.1,33.0,80.0,36.4,39.4,24.9,17.7,42.8,44.6,36.1,47.2,47.1,13.8,24.0,19.0,26.9,36.7,9.4,32.6,3.6,11.9,29.3,47.3,15.6,30.5,19.0,16.6,21.3,44.8,,3.6,11.351185551407138,17.756615881343354,37.353716073048865,49.3,80.0,29.9,28.7,49.6,2020-01-30
122,122,01-31,19.4,50.0,50.1,34.5,19.0,29.3,12.0,28.1,30.9,13.1,6.1,9.1,64.3,15.8,67.3,34.1,80.5,37.1,39.5,26.5,17.7,42.8,44.7,36.1,47.2,48.5,13.8,25.3,19.0,26.9,37.2,9.4,32.6,4.3,11.9,29.7,47.3,15.6,30.5,19.0,16.6,21.3,45.1,,4.3,11.626409040459697,18.03120976692502,37.73899909191678,49.7,80.5,30.1,29.3,49.6,2020-01-31
123,123,02-01,19.8,50.4,50.1,34.3,19.0,30.1,12.0,28.1,30.9,13.6,6.1,9.0,64.3,15.8,67.7,34.5,80.5,37.1,39.7,28.2,17.9,43.2,44.8,36.1,47.3,49.2,13.8,26.8,19.0,26.9,37.2,9.4,32.4,4.3,11.8,30.3,47.5,15.5,30.5,19.0,16.6,21.3,45.1,,4.3,11.89872263141923,18.28486328322004,38.06737564322341,49.92,80.5,30.4,30.1,49.6,2020-02-01
124,124,02-02,19.8,50.8,50.3,34.3,19.5,30.4,12.2,28.2,31.5,13.6,6.1,9.0,64.4,15.8,67.9,34.5,80.5,38.5,40.0,28.6,18.3,43.4,45.3,36.1,47.3,51.7,13.8,26.8,19.0,26.9,37.2,9.4,32.2,4.3,11.6,30.0,47.6,15.4,30.5,19.0,16.6,21.3,45.1,,4.3,12.175794571687605,18.56576127534999,38.366479669053284,50.7,80.5,30.2,30.0,49.6,2020-02-02
125,125,02-03,20.5,50.9,50.3,34.2,19.6,31.7,12.4,28.4,33.0,13.8,7.3,9.0,64.4,15.8,68.2,34.5,80.5,41.6,40.4,28.6,18.3,43.4,45.3,37.3,47.3,53.3,13.8,28.5,19.0,27.1,37.2,9.4,32.1,4.3,11.5,29.9,48.2,15.3,32.0,19.0,16.8,21.3,45.1,,4.3,12.43867621834283,18.86732519422799,38.64910907072817,50.78,80.5,31.0,29.9,49.6,2020-02-03
126,126,02-04,20.8,50.9,50.3,34.2,19.6,32.6,12.7,28.4,34.9,15.7,7.3,9.0,64.5,15.8,68.2,35.0,81.3,42.6,40.4,29.2,18.3,43.4,45.3,37.3,47.3,53.3,13.8,29.9,19.0,27.3,37.2,9.4,32.1,4.3,11.3,29.9,50.5,15.2,35.6,19.0,16.9,21.3,45.2,,4.3,12.676886287962438,19.183246897386088,38.932315608918046,50.82,81.3,31.0,29.9,49.6,2020-02-04
127,127,02-05,20.8,50.9,50.4,34.2,19.6,32.6,13.0,28.4,35.3,15.9,7.8,9.0,64.6,15.8,68.2,39.3,81.5,42.8,40.4,29.3,18.4,43.4,45.3,37.3,47.3,53.8,13.8,29.9,19.0,27.5,37.2,9.4,32.0,4.3,11.1,29.9,50.5,15.1,38.3,19.0,16.9,21.3,46.5,,4.3,12.908243365956576,19.51130057511789,39.23965089294589,50.82,81.5,31.0,29.9,49.6,2020-02-05
128,128,02-06,20.8,51.0,50.9,34.1,19.6,32.6,13.1,28.8,35.7,16.3,7.8,9.1,65.1,15.8,68.2,36.6,81.9,44.0,40.4,29.3,18.4,43.4,45.3,37.5,47.3,53.8,13.8,30.5,19.0,28.0,37.2,9.4,31.9,4.3,10.8,29.9,50.5,15.0,38.8,19.0,16.9,21.3,47.2,,4.3,13.125264857228894,19.843723135908913,39.59837352436551,50.98,81.9,31.2,30.5,49.6,2020-02-06
129,129,02-07,20.9,51.0,53.7,34.0,19.6,33.1,13.1,28.8,35.8,16.3,7.8,9.5,65.3,16.0,68.2,36.0,82.1,44.6,42.7,29.3,18.4,43.4,45.3,37.5,47.3,53.8,13.8,30.5,19.3,28.1,37.2,9.4,31.9,4.9,12.0,29.9,51.5,15.0,38.8,19.0,16.9,21.3,47.5,,4.9,13.314632226818233,20.14532943194362,39.985957017453984,53.26,82.1,31.2,30.5,49.6,2020-02-07
130,130,02-08,20.9,51.3,55.9,34.2,22.8,33.3,13.1,28.8,35.9,16.6,7.8,9.8,65.5,17.6,68.2,35.9,82.7,48.1,46.4,29.4,18.4,43.4,45.3,38.1,48.4,53.8,14.2,30.5,19.6,28.1,37.2,9.5,32.0,6.6,13.6,29.9,57.8,15.0,38.8,18.9,16.9,21.3,47.5,,6.6,13.512111794974821,20.4403975380883,40.38268186862943,55.48,82.7,31.2,30.5,49.6,2020-02-08
131,131,02-09,21.1,51.3,56.9,34.2,24.8,33.3,13.1,28.8,36.2,17.0,7.8,10.1,66.8,17.7,68.2,35.6,83.1,48.3,51.0,29.4,18.4,43.4,45.3,38.6,48.4,53.8,14.5,30.5,20.4,28.1,37.2,9.5,32.0,13.2,15.6,29.8,62.6,14.8,38.9,18.9,17.0,21.2,47.5,,7.8,13.729789123195978,20.73679749772909,40.82831803046981,56.28,83.1,31.2,30.5,49.6,2020-02-09
132,132,02-10,21.1,51.4,58.5,34.9,24.8,33.3,13.2,28.8,36.4,17.4,7.8,10.4,67.2,17.8,68.2,35.5,83.3,48.6,54.9,29.7,18.5,43.4,45.3,38.6,48.6,53.8,16.0,30.5,21.3,28.3,37.2,9.4,32.0,16.5,16.7,29.7,63.7,14.6,41.6,18.8,17.0,21.1,47.8,,7.8,13.958078902229369,21.033205529209255,41.304282110784584,57.78,83.3,31.2,30.5,49.6,2020-02-10
133,133,02-11,21.1,51.5,58.6,34.9,24.8,33.3,14.0,28.8,36.5,17.7,7.8,11.2,68.0,20.5,68.2,35.4,83.3,50.4,55.3,30.1,19.8,43.4,45.3,38.6,49.1,53.8,19.8,30.5,22.1,28.3,37.2,9.4,32.0,16.4,16.7,29.6,65.7,14.6,41.6,18.8,17.1,21.0,47.8,,7.8,14.19373625264809,21.326310160427084,41.80150539804116,57.94,83.3,31.2,30.5,49.6,2020-02-11
134,134,02-12,21.3,51.7,58.9,34.8,25.0,33.3,14.0,28.8,36.5,18.0,7.7,12.2,68.7,20.5,68.2,35.0,83.3,50.8,55.6,31.6,21.0,43.4,45.3,38.6,49.2,53.8,19.9,30.5,22.6,28.4,37.2,9.4,32.0,16.4,16.7,29.4,65.9,14.6,41.6,18.8,18.9,20.9,48.0,,7.7,14.431306628997591,21.629139340126393,42.32235899505455,58.24,83.3,31.8,31.6,49.6,2020-02-12
135,135,02-13,21.5,52.3,62.4,34.6,25.0,34.8,17.8,28.6,36.5,17.7,7.6,13.4,68.8,20.8,68.2,35.0,83.5,52.3,55.6,32.8,21.3,43.4,45.3,38.8,49.3,53.8,19.9,30.5,22.9,28.4,37.2,9.4,32.0,16.4,16.7,29.1,65.9,15.1,41.7,18.6,19.1,20.6,48.0,,7.6,14.664980324891035,21.91570376349436,42.85897689435835,61.04,83.5,32.4,32.0,49.6,2020-02-13
136,136,02-14,23.1,57.3,62.8,36.2,25.0,36.2,20.1,28.6,36.5,17.8,7.6,14.0,68.8,21.3,69.9,35.0,83.7,53.0,55.6,37.3,21.5,43.4,46.2,38.8,49.9,53.8,19.9,30.5,23.3,28.4,37.2,10.2,32.0,16.2,16.7,28.8,65.9,15.1,43.4,18.4,20.6,20.4,48.0,,7.6,14.914297245484308,22.192561800019423,43.40591060437748,61.7,83.7,33.5,32.0,49.6,2020-02-14
137,137,02-15,23.1,58.4,63.0,36.3,25.0,36.5,22.0,28.6,36.7,18.2,7.6,16.1,68.8,21.3,70.4,35.0,83.8,55.7,55.6,39.4,21.5,43.5,46.2,39.0,50.0,53.8,19.9,30.5,24.7,28.5,37.5,10.2,32.0,15.6,16.7,28.5,65.9,15.1,48.0,18.3,20.7,20.2,47.4,,7.6,15.167072949247792,22.484986378770294,43.96373524366716,62.08,83.8,33.5,32.0,49.6,2020-02-15
138,138,02-16,23.1,59.0,63.0,38.1,25.1,38.7,22.1,28.5,36.9,19.2,7.6,17.6,69.2,21.5,70.4,35.0,83.9,55.9,55.6,39.8,21.5,43.8,46.2,39.3,50.6,53.8,20.2,30.5,24.0,28.5,37.7,10.6,31.9,15.4,16.7,28.2,65.9,15.1,48.8,18.2,20.8,20.4,47.4,,7.6,15.41925335485771,22.7810836444347,44.533270103923414,62.2,83.9,33.4,31.9,49.6,2020-02-16
139,139,02-17,23.1,57.0,63.1,38.3,25.1,39.5,22.1,28.5,37.0,22.8,7.6,19.1,70.6,21.1,70.4,35.0,84.2,57.8,57.6,40.3,21.5,44.1,46.7,43.0,50.9,53.9,20.2,30.5,24.7,28.5,38.5,10.6,31.9,15.4,16.7,28.2,66.6,15.2,49.8,18.0,20.8,20.4,47.4,,7.6,15.6722187468464,23.060417717686633,45.10974069215868,62.04,84.2,33.4,31.9,49.6,2020-02-17
140,140,02-18,23.1,57.0,63.1,38.3,25.1,44.3,22.1,28.4,37.1,24.9,7.6,19.8,73.6,23.8,70.6,36.4,84.5,58.0,58.7,40.4,21.5,44.5,46.8,42.6,51.5,53.9,20.3,30.5,25.5,28.5,40.1,10.6,31.8,15.4,16.6,28.4,66.8,15.2,50.5,17.8,20.8,20.4,47.4,,7.6,15.904572697002786,23.34086166885199,45.706396932699484,62.22,84.5,34.1,31.8,49.6,2020-02-18
141,141,02-19,23.1,57.0,64.4,38.3,25.1,48.9,22.1,28.2,37.6,25.3,7.6,20.7,75.4,25.1,70.7,38.1,84.6,58.3,58.7,40.6,21.7,44.5,46.9,43.2,51.5,54.0,20.3,30.5,25.5,28.5,42.0,10.6,31.8,15.4,16.5,29.2,67.9,15.4,50.5,17.8,20.8,20.4,47.2,,7.6,16.135060034304765,23.61970739582202,46.323547573401704,63.26,84.6,35.0,31.8,49.6,2020-02-19
142,142,02-20,23.1,57.0,64.4,38.4,25.1,49.5,22.1,28.2,37.6,25.3,7.7,22.6,80.0,26.0,70.7,42.5,84.7,60.4,58.8,41.1,22.4,46.3,47.2,43.6,52.0,54.0,20.3,30.5,25.5,28.5,42.0,10.6,32.5,15.4,16.4,28.1,68.3,15.4,50.6,17.7,20.9,20.4,47.2,,7.7,16.367204116637524,23.91474119664937,46.952628392693384,63.6,84.7,36.8,32.5,49.6,2020-02-20
143,143,02-21,23.1,57.0,64.3,39.2,25.3,49.5,22.1,28.1,38.7,26.0,7.7,23.2,83.6,27.9,70.7,44.4,84.7,60.6,59.7,41.3,23.5,46.3,47.2,43.6,53.1,54.0,20.3,30.7,25.5,28.7,42.0,10.6,32.9,15.4,16.3,28.1,74.3,15.4,50.7,17.7,20.9,20.4,47.2,,7.7,16.597455352637915,24.20585006558287,47.577657148621114,63.56,84.7,37.1,32.9,49.6,2020-02-21
144,144,02-22,23.1,57.0,64.3,39.7,25.7,49.7,22.1,27.9,39.0,26.1,7.7,24.4,85.4,28.9,70.7,45.2,84.7,64.4,59.9,41.3,25.5,46.9,47.2,43.6,53.5,54.0,20.3,31.4,25.5,28.7,42.0,10.6,32.9,15.4,16.3,28.1,78.0,15.4,50.6,17.6,20.9,20.6,47.3,,7.7,16.810915144788044,24.506168903237985,48.18367268691188,64.38,85.4,37.1,32.9,49.6,2020-02-22
145,145,02-23,23.1,57.0,64.3,40.0,25.7,50.5,22.5,27.9,39.0,26.3,7.7,24.5,86.5,29.1,70.7,46.2,84.7,65.0,60.3,44.0,27.7,46.9,47.3,43.7,53.9,54.0,20.9,32.2,27.7,29.0,42.0,10.6,32.9,15.4,16.4,28.1,78.7,15.8,50.5,17.6,20.9,20.9,47.6,,7.7,17.039396630006483,24.813098577337463,48.73542326707531,64.86,86.5,37.4,32.9,49.6,2020-02-23
146,146,02-24,23.1,57.0,64.4,40.0,25.9,51.2,22.7,28.2,39.0,26.3,7.7,24.5,90.6,29.3,70.7,46.3,84.7,66.5,60.4,45.0,27.9,47.0,47.3,43.7,54.0,54.0,21.3,33.2,30.1,30.0,42.0,10.6,32.9,15.4,16.4,28.1,78.7,15.8,50.6,17.5,20.8,20.9,48.1,,7.7,17.301061446876616,25.128885077186105,49.29244677630746,66.08,90.6,37.6,33.2,49.6,2020-02-24
147,147,02-25,25.0,57.0,64.4,40.5,25.9,55.1,22.7,28.2,39.0,26.3,7.7,24.5,90.6,29.3,70.6,46.9,84.7,66.5,60.5,45.1,28.5,47.4,47.4,44.2,54.2,54.0,22.7,35.4,31.3,31.7,42.6,10.6,32.9,15.2,16.4,28.1,78.7,15.8,49.8,17.5,20.7,20.9,49.5,,7.7,17.568364443546972,25.461733427503923,49.83031177479399,66.08,90.6,39.0,35.4,49.6,2020-02-25
148,148,02-26,25.4,57.0,67.5,40.5,25.9,55.1,22.7,28.2,39.0,26.1,7.4,24.5,90.6,29.3,70.5,47.1,85.0,66.8,60.9,45.8,29.0,47.4,47.4,44.8,54.2,54.0,25.6,35.4,31.4,31.7,44.7,10.6,32.9,15.2,16.3,28.1,78.7,15.8,49.1,17.4,20.7,20.9,50.2,,7.4,17.851950358187263,25.792755524164193,50.35665422257925,67.36,90.6,40.0,35.4,49.6,2020-02-26
149,149,02-27,25.6,57.7,69.6,40.5,25.9,55.1,23.1,28.2,39.0,26.1,7.2,24.5,90.8,30.4,70.2,47.3,85.1,67.0,61.2,47.5,29.0,47.4,47.5,47.6,54.2,55.0,29.4,35.4,32.1,32.3,44.7,10.6,32.9,15.0,16.3,28.0,78.7,16.8,51.7,17.1,20.7,20.9,51.8,,7.2,18.135401069518096,26.113980425788636,50.8785046917549,69.08,90.8,40.0,35.4,49.6,2020-02-27
150,150,02-28,25.8,57.7,71.7,40.4,25.9,55.1,23.1,28.2,39.0,26.0,7.5,24.5,90.8,30.8,69.9,47.6,85.6,67.2,61.4,50.9,29.0,47.4,47.9,47.8,54.6,57.0,31.0,35.4,32.1,32.5,44.7,11.5,32.9,15.7,16.7,27.8,78.7,16.8,53.9,16.6,20.7,20.9,52.7,,7.5,18.41641812127876,26.425694682674916,51.37357279789956,69.36,90.8,40.0,35.4,49.6,2020-02-28
151,152,03-01,25.8,58.0,75.5,40.1,26.0,56.2,23.2,28.9,39.0,25.8,9.0,24.5,90.8,30.9,69.8,47.9,85.6,67.6,63.3,51.7,29.0,47.4,47.9,48.6,55.1,58.0,32.0,35.4,32.3,32.5,44.7,14.4,32.9,16.3,17.8,27.4,78.7,17.1,54.9,16.1,20.7,20.9,55.8,,9.0,18.694174149933776,26.712319644838157,51.85683987488472,69.36,90.8,40.0,35.4,49.6,2020-03-01
152,153,03-02,26.2,59.4,77.1,40.1,26.0,56.2,23.4,29.7,40.3,25.8,11.2,24.5,90.8,30.9,69.9,48.2,85.6,67.8,63.7,52.8,29.2,47.4,47.9,49.1,55.1,58.0,32.2,35.4,33.7,32.5,44.7,17.3,32.9,16.3,17.8,27.1,78.7,19.7,55.5,16.8,20.7,20.9,56.1,,11.2,18.97018464332495,26.955292099686297,52.312444758347524,69.48,90.8,40.0,35.4,49.6,2020-03-02
153,154,03-03,26.2,61.1,77.4,40.1,26.0,56.2,23.4,29.7,41.7,26.0,13.2,24.5,90.9,30.6,71.9,48.3,86.0,68.2,64.3,53.1,29.3,47.4,47.9,49.4,55.4,59.4,32.2,35.4,37.4,33.0,46.3,17.3,32.9,16.3,18.0,26.8,79.0,21.2,56.5,16.8,20.7,20.9,56.9,,13.2,19.237925537281154,27.18812228836553,52.757622843303615,71.16,90.9,41.8,37.4,49.6,2020-03-03
154,155,03-04,26.2,61.2,77.4,40.1,26.0,56.2,23.5,29.7,42.1,26.1,18.8,24.5,91.1,30.3,74.6,49.9,87.1,68.3,65.5,53.4,29.6,47.4,47.9,49.4,55.5,61.5,32.2,35.4,41.1,33.8,47.6,17.3,33.6,17.0,18.0,26.6,79.0,22.4,57.0,16.7,20.7,20.9,57.3,,16.7,19.49726162849293,27.408868933507286,53.23245888406638,73.34,91.1,44.2,40.1,49.6,2020-03-04
155,156,03-05,26.6,61.3,77.3,40.1,26.1,57.9,23.9,29.6,42.6,26.3,20.3,24.5,91.1,30.2,74.6,54.8,87.3,68.3,65.5,53.9,29.9,47.7,47.9,49.4,55.5,61.5,32.2,35.4,42.5,33.8,47.6,17.3,33.6,18.0,18.0,28.4,79.0,22.8,57.0,16.5,20.7,21.4,57.6,,16.5,19.742064372918307,27.60887700534665,53.69230753707818,73.34,91.1,45.0,40.1,49.6,2020-03-05
156,157,03-06,26.9,61.3,77.3,40.1,27.1,57.9,24.8,29.2,43.4,26.1,20.4,25.3,91.1,30.6,76.8,57.7,87.3,69.4,65.5,53.9,30.9,48.4,47.9,49.5,55.5,61.5,32.2,35.4,42.5,33.8,47.6,17.2,34.1,18.3,18.0,29.6,80.4,22.8,57.2,16.3,20.7,21.4,58.8,,16.3,20.004526283926268,27.78639895065993,54.172033094539565,75.32,91.1,45.0,40.1,49.6,2020-03-06
157,158,03-07,26.9,62.0,77.6,40.1,28.3,57.9,25.2,28.6,43.7,26.1,20.6,25.7,91.1,30.7,76.8,57.9,87.3,69.6,65.5,53.9,31.1,51.4,47.9,49.6,55.5,62.2,32.2,35.4,42.5,33.8,49.1,17.2,35.0,19.0,18.0,31.4,80.4,22.8,59.5,16.0,20.9,21.4,59.8,,16.0,20.30362021995693,27.96598526889219,54.64601755624877,75.36,91.1,45.2,40.1,49.6,2020-03-07
158,159,03-08,26.9,62.2,77.6,40.1,28.5,61.0,25.4,28.6,43.8,25.8,20.9,25.7,91.1,30.7,76.9,57.9,87.4,70.1,65.5,54.4,31.2,52.7,47.9,49.7,55.7,63.7,32.2,35.4,42.6,33.8,49.1,17.2,35.0,19.0,18.0,31.6,80.4,22.8,60.3,16.4,20.9,21.4,60.4,,16.4,20.600811219856023,28.161862576933753,55.10151952375959,75.54,91.1,45.2,40.1,49.6,2020-03-08
159,160,03-09,26.9,62.2,77.4,40.1,28.7,63.6,25.8,28.5,44.2,25.7,21.0,25.7,91.1,30.8,77.8,58.2,87.5,70.3,66.5,55.0,31.4,53.1,47.9,49.9,55.9,63.7,32.2,35.4,42.6,34.1,49.1,17.2,35.0,19.0,18.0,32.0,80.4,23.0,59.8,16.5,20.9,21.4,60.4,,16.5,20.92186863081353,28.36225406114321,55.59297548178602,75.98,91.1,45.2,40.1,49.6,2020-03-09
160,161,03-10,26.9,62.5,77.3,40.1,28.7,65.0,25.9,27.1,44.1,25.6,21.0,25.7,91.1,30.9,83.3,58.4,87.5,70.5,67.1,55.3,31.7,53.4,47.9,49.9,56.2,63.7,32.2,35.4,42.6,34.1,49.1,17.1,35.0,19.0,18.0,33.2,80.4,23.0,59.7,16.5,21.3,21.7,62.0,,16.5,21.235766320249503,28.566739985873305,56.092107759053675,75.94,91.1,45.2,40.1,49.6,2020-03-10
161,162,03-11,27.3,64.7,77.5,40.1,29.0,69.8,26.5,26.7,43.9,26.9,21.8,25.8,91.1,31.5,85.1,59.0,87.5,70.7,67.4,56.1,31.8,53.9,47.9,49.6,56.2,64.0,32.2,35.4,42.6,34.5,49.5,17.1,35.0,19.8,18.0,33.2,80.4,23.2,59.6,16.5,21.8,21.7,63.6,,16.5,21.515639188779407,28.763478962767657,56.57732418524678,76.14,91.1,45.2,40.1,49.6,2020-03-11
162,163,03-12,27.3,65.4,77.5,40.1,29.0,70.1,26.5,26.7,44.0,27.4,21.8,25.9,91.1,31.5,87.0,60.6,87.5,71.1,67.4,56.4,31.8,55.1,47.2,49.6,56.2,64.4,32.2,35.4,42.6,34.5,49.4,17.1,35.1,19.8,18.4,33.3,80.4,23.2,59.5,16.5,22.3,21.7,66.7,,16.5,21.818478458277937,28.954579759861794,57.04766219352041,76.22,91.1,44.9,40.1,49.6,2020-03-12
